dataset,breeds_name,testset,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,living17,val_target,0.333326,0.697730,0.680953,0.670809,0.000716,0.000202,0.107802
breeds,living17,val_target,0.343413,0.691415,0.670940,0.660726,0.000670,0.000202,0.106602
breeds,living17,val_target,0.353523,0.684804,0.660878,0.650620,0.000644,0.000202,0.105533
breeds,living17,val_target,0.363610,0.678988,0.650825,0.640537,0.000627,0.000202,0.103849
breeds,living17,val_target,0.373719,0.672149,0.640784,0.630432,0.000582,0.000202,0.102904
breeds,living17,val_target,0.383829,0.665993,0.630690,0.620326,0.000579,0.000202,0.101419
breeds,living17,val_target,0.393916,0.660222,0.620639,0.610243,0.000560,0.000202,0.099554
breeds,living17,val_target,0.404026,0.653429,0.610639,0.600138,0.000477,0.000202,0.098439
breeds,living17,val_target,0.414113,0.646205,0.600588,0.590055,0.000454,0.000202,0.097671
breeds,living17,val_target,0.424222,0.640275,0.590503,0.579949,0.000440,0.000202,0.095787
breeds,living17,val_target,0.434332,0.633664,0.580414,0.569843,0.000431,0.000202,0.094368
breeds,living17,val_target,0.444419,0.626576,0.570335,0.559760,0.000431,0.000202,0.093437
breeds,living17,val_target,0.454529,0.619829,0.560234,0.549655,0.000431,0.000202,0.092059
breeds,living17,val_target,0.464616,0.613059,0.550156,0.539572,0.000431,0.000202,0.090689
breeds,living17,val_target,0.474726,0.605766,0.540076,0.529466,0.000411,0.000202,0.089761
breeds,living17,val_target,0.484835,0.598292,0.529991,0.519361,0.000394,0.000202,0.088922
breeds,living17,val_target,0.494922,0.590885,0.519971,0.509278,0.000336,0.000202,0.088068
breeds,living17,val_target,0.505032,0.583911,0.509868,0.499172,0.000336,0.000202,0.086731
breeds,living17,val_target,0.515119,0.576732,0.499788,0.489089,0.000336,0.000202,0.085521
breeds,living17,val_target,0.525229,0.569666,0.489708,0.478994,0.000311,0.000191,0.084171
breeds,living17,val_target,0.535339,0.562783,0.479605,0.468888,0.000311,0.000191,0.082531
breeds,living17,val_target,0.545426,0.555195,0.469563,0.458843,0.000269,0.000149,0.081526
breeds,living17,val_target,0.555535,0.547448,0.459479,0.448736,0.000246,0.000149,0.080790
breeds,living17,val_target,0.565622,0.540677,0.449417,0.438652,0.000222,0.000149,0.078870
breeds,living17,val_target,0.575732,0.532794,0.439312,0.428546,0.000222,0.000149,0.078084
breeds,living17,val_target,0.585842,0.525047,0.429207,0.418439,0.000222,0.000149,0.077146
breeds,living17,val_target,0.595929,0.517595,0.419124,0.408355,0.000222,0.000149,0.075812
breeds,living17,val_target,0.606039,0.509848,0.409026,0.398275,0.000214,0.000115,0.074755
breeds,living17,val_target,0.616126,0.501579,0.398943,0.388190,0.000214,0.000115,0.074370
breeds,living17,val_target,0.626235,0.493968,0.388838,0.378083,0.000214,0.000115,0.073026
breeds,living17,val_target,0.636345,0.485994,0.378732,0.367975,0.000214,0.000115,0.072138
breeds,living17,val_target,0.646432,0.478043,0.368663,0.357891,0.000195,0.000115,0.071031
breeds,living17,val_target,0.656542,0.470205,0.358583,0.347783,0.000157,0.000115,0.069955
breeds,living17,val_target,0.666652,0.462594,0.348477,0.337676,0.000157,0.000115,0.068329
breeds,living17,val_target,0.676739,0.454324,0.338393,0.327591,0.000157,0.000115,0.067669
breeds,living17,val_target,0.686848,0.446259,0.328286,0.317484,0.000157,0.000115,0.066594
breeds,living17,val_target,0.696935,0.437854,0.318203,0.307399,0.000157,0.000115,0.066022
breeds,living17,val_target,0.707045,0.429152,0.308096,0.297292,0.000157,0.000115,0.065653
breeds,living17,val_target,0.717155,0.420951,0.297989,0.287184,0.000157,0.000115,0.064894
breeds,living17,val_target,0.727242,0.412500,0.287906,0.277099,0.000157,0.000115,0.064229
breeds,living17,val_target,0.737351,0.404344,0.277805,0.266992,0.000145,0.000115,0.062908
breeds,living17,val_target,0.747438,0.396165,0.267721,0.256907,0.000145,0.000115,0.061720
breeds,living17,val_target,0.757548,0.387555,0.257614,0.246800,0.000145,0.000115,0.061211
breeds,living17,val_target,0.767658,0.379263,0.247534,0.236702,0.000088,0.000094,0.059996
breeds,living17,val_target,0.777745,0.370584,0.237449,0.226617,0.000088,0.000094,0.059281
breeds,living17,val_target,0.787855,0.361883,0.227341,0.216509,0.000088,0.000094,0.058941
breeds,living17,val_target,0.797942,0.353114,0.217256,0.206424,0.000088,0.000094,0.058346
breeds,living17,val_target,0.808051,0.344730,0.207148,0.196316,0.000088,0.000094,0.057356
breeds,living17,val_target,0.818161,0.335984,0.197040,0.186209,0.000088,0.000094,0.056359
breeds,living17,val_target,0.828248,0.327351,0.186955,0.176124,0.000088,0.000094,0.055541
breeds,living17,val_target,0.838358,0.318513,0.176847,0.166016,0.000088,0.000094,0.055176
breeds,living17,val_target,0.848445,0.309608,0.166761,0.155931,0.000088,0.000094,0.055000
breeds,living17,val_target,0.858555,0.301043,0.156653,0.145823,0.000088,0.000094,0.053686
breeds,living17,val_target,0.868664,0.292251,0.146545,0.135715,0.000088,0.000094,0.052786
breeds,living17,val_target,0.878751,0.283345,0.136460,0.125630,0.000088,0.000094,0.052190
breeds,living17,val_target,0.888861,0.274644,0.126352,0.115522,0.000088,0.000094,0.050497
breeds,living17,val_target,0.898948,0.265875,0.116267,0.105437,0.000088,0.000094,0.049202
breeds,living17,val_target,0.909058,0.256946,0.106159,0.095329,0.000088,0.000094,0.047807
breeds,living17,val_target,0.919168,0.248200,0.096051,0.085221,0.000088,0.000094,0.045926
breeds,living17,val_target,0.929255,0.238976,0.085966,0.075136,0.000088,0.000094,0.045480
breeds,living17,val_target,0.939364,0.229593,0.075869,0.065040,0.000000,0.000000,0.045480
breeds,living17,val_target,0.949451,0.220279,0.065782,0.054953,0.000000,0.000000,0.045480
breeds,living17,val_target,0.959561,0.211350,0.055672,0.044843,0.000000,0.000000,0.045480
breeds,living17,val_target,0.969671,0.202422,0.045562,0.034733,0.000000,0.000000,0.044877
breeds,living17,val_target,0.979758,0.193516,0.035475,0.024646,0.000000,0.000000,0.036920
breeds,living17,val_target,0.989868,0.184224,0.025365,0.014536,0.000000,0.000000,0.030628
breeds,living17,val_target,0.999977,0.174842,0.015256,0.004427,0.000000,0.000000,0.000000
breeds,living17,imagenet_val_source,0.000000,0.984706,0.998648,0.998822,0.001352,0.001178,0.015294
breeds,living17,imagenet_val_source,0.010000,0.982941,0.990744,0.991178,0.000307,0.000000,0.011263
breeds,living17,imagenet_val_source,0.020000,0.976471,0.980946,0.981178,0.000207,0.000000,0.009587
breeds,living17,imagenet_val_source,0.030000,0.966471,0.971115,0.971178,0.000122,0.000000,0.009587
breeds,living17,imagenet_val_source,0.040000,0.957647,0.961195,0.961178,0.000082,0.000000,0.009113
breeds,living17,imagenet_val_source,0.050000,0.950000,0.951248,0.951178,0.000054,0.000000,0.008015
breeds,living17,imagenet_val_source,0.060000,0.941176,0.941250,0.941178,0.000054,0.000000,0.007453
breeds,living17,imagenet_val_source,0.070588,0.931765,0.930662,0.930590,0.000054,0.000000,0.006905
breeds,living17,imagenet_val_source,0.080588,0.922941,0.920664,0.920590,0.000054,0.000000,0.006394
breeds,living17,imagenet_val_source,0.090588,0.912941,0.910764,0.910590,0.000000,0.000000,0.006394
breeds,living17,imagenet_val_source,0.100588,0.905294,0.900764,0.900590,0.000000,0.000000,0.005215
breeds,living17,imagenet_val_source,0.110588,0.895294,0.890764,0.890590,0.000000,0.000000,0.005215
breeds,living17,imagenet_val_source,0.120588,0.885294,0.880764,0.880590,0.000000,0.000000,0.005215
breeds,living17,imagenet_val_source,0.131176,0.875882,0.870175,0.870001,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.141176,0.865882,0.860175,0.860001,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.151176,0.855882,0.850175,0.850001,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.161176,0.845882,0.840175,0.840001,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.171176,0.835882,0.830175,0.830001,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.181176,0.825882,0.820175,0.820001,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.191765,0.816471,0.809587,0.809413,0.000000,0.000000,0.004329
breeds,living17,imagenet_val_source,0.201765,0.807647,0.799587,0.799413,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.211765,0.797647,0.789587,0.789413,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.221765,0.787647,0.779587,0.779413,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.231765,0.777647,0.769587,0.769413,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.241765,0.767647,0.759587,0.759413,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.252353,0.757059,0.748999,0.748825,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.262353,0.748235,0.738999,0.738825,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.272353,0.738235,0.728999,0.728825,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.282353,0.728235,0.718999,0.718825,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.292353,0.718235,0.708999,0.708825,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.302353,0.708235,0.698999,0.698825,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.312941,0.697647,0.688411,0.688237,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.322941,0.687647,0.678411,0.678237,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.332941,0.677647,0.668411,0.668237,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.342941,0.667647,0.658411,0.658237,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.352941,0.657647,0.648411,0.648237,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.362941,0.647647,0.638411,0.638237,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.372941,0.637647,0.628411,0.628237,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.383529,0.627059,0.617822,0.617648,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.393529,0.617059,0.607822,0.607648,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.403529,0.607059,0.597822,0.597648,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.413529,0.597059,0.587822,0.587648,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.423529,0.587059,0.577822,0.577648,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.433529,0.577059,0.567822,0.567648,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.444118,0.566471,0.557234,0.557060,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.454118,0.556471,0.547234,0.547060,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.464118,0.546471,0.537234,0.537060,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.474118,0.536471,0.527234,0.527060,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.484118,0.526471,0.517234,0.517060,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.494118,0.516471,0.507234,0.507060,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.504706,0.507059,0.496646,0.496472,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.514706,0.498235,0.486646,0.486472,0.000000,0.000000,0.002389
breeds,living17,imagenet_val_source,0.524706,0.488235,0.476646,0.476472,0.000000,0.000000,0.002389
breeds,living17,imagenet_val_source,0.534706,0.479412,0.466646,0.466472,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.544706,0.469412,0.456646,0.456472,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.554706,0.459412,0.446646,0.446472,0.000000,0.000000,0.001250
