testset,testset_idx,n_samples,is_source,is_target,is_clean,true_acc,acc_st_true,acc_ta_true,acc_st_tdc,acc_ta_tdc,err_st_tdc,err_ta_tdc,acc_st_mm,acc_ta_mm,err_st_mm,err_ta_mm,mano_fro_norm,est_ATC,err_ATC,err_ta_ATC,est_ATC-NE,err_ATC-NE,err_ta_ATC-NE,est_AC,err_AC,err_ta_AC,est_DOC,err_DOC,err_ta_DOC,est_COT,err_COT,err_ta_COT
val_source,0,10000,True,False,True,0.9692,0.9692,0.9713,0.9962862591588879,0.9962862591588879,0.02708625915888796,0.024986259158887858,0.9940185194406617,0.9940185194406617,0.024818519440661713,0.02271851944066161,0.984037298114581,0.9827999472618103,0.013599947261810352,0.01149994726181025,0.9855999946594238,0.016399994659423878,0.014299994659423776,0.9905527234077454,0.02135272340774541,0.01925272340774531,0.9905281662940979,0.02132816629409795,0.019228166294097848,0.9766706740721954,0.007470674072195482,0.0053706740721953805
val_target,1,154121,False,True,True,0.7322752901940683,0.7322752901940683,0.7678187917285769,0.9684555043906617,0.9685309782972052,0.2361802141965934,0.20071218656862833,0.9165121962077707,0.9166280364134709,0.18423690601370235,0.14880924468489398,0.9052647767133614,0.888211190700531,0.15593590050646267,0.12039239897195408,0.8949137330055237,0.16263844281145534,0.12709494127694676,0.9412089586257935,0.20893366843172512,0.17339016689721654,0.941184401512146,0.20890911131807766,0.17336560978356907,0.9996770456336997,0.2674017554396314,0.23185825390512282
imagenet_val_source,2,6000,True,False,True,0.9425,0.9425,0.9455,0.9931196509481457,0.9931196509481457,0.05061965094814569,0.047619650948145686,0.9881247934309285,0.9883669173968456,0.04562479343092851,0.04286691739684556,0.975879658600942,0.9708333015441895,0.02833330154418945,0.025333301544189446,0.9753333330154419,0.03283333301544189,0.029833333015441887,0.9847238063812256,0.04222380638122558,0.03922380638122558,0.9846992492675781,0.04219924926757812,0.03919924926757812,0.97595053128438,0.033450531284380025,0.030450531284380022
imagenet_val_target,3,6000,False,True,True,0.717,0.717,0.7596666666666667,0.9674754775425916,0.9682901331093826,0.2504754775425916,0.2086234664427159,0.9119634952677059,0.9121021024244962,0.19496349526770596,0.15243543575782947,0.9025078555610427,0.8819999694824219,0.1649999694824219,0.12233330281575516,0.8920000195503235,0.17500001955032352,0.13233335288365677,0.9389160871505737,0.22191608715057376,0.17924942048390702,0.9388915300369263,0.2218915300369263,0.17922486337025956,0.8951577999032317,0.17815779990323177,0.13549113323656503
corr_source_fog_sev1,4,6000,True,False,False,0.8673333333333333,0.8673333333333333,0.8821666666666667,0.9811512990320937,0.9811512990320937,0.11381796569876046,0.0989846323654271,0.957511111036182,0.9578387579572826,0.09017777770284874,0.07567209129061592,0.9418753552388132,0.9329999685287476,0.06566663519541427,0.050833301862080904,0.9386666417121887,0.07133330837885543,0.056499975045522066,0.9649282097816467,0.09759487644831344,0.08276154311498007,0.9649036526679993,0.09757031933466598,0.08273698600133261,0.9432189626619222,0.07588562932858889,0.06105229599525552
corr_source_fog_sev2,5,6000,True,False,False,0.8376666666666667,0.8376666666666667,0.8611666666666666,0.9740082079343365,0.9743566430420253,0.13634154126766984,0.11318997637535866,0.9405167709661286,0.940551568424403,0.10285010429946195,0.07938490175773638,0.9256545481209656,0.9114999771118164,0.07383331044514974,0.05033331044514977,0.9149999618530273,0.07733329518636067,0.05383329518636071,0.9543020725250244,0.11663540585835774,0.09313540585835778,0.954277515411377,0.11661084874471028,0.09311084874471032,0.92175899737348,0.08409233070681332,0.06059233070681336
corr_source_fog_sev3,6,6000,True,False,False,0.7845,0.7845,0.8265,0.9678307242387751,0.9682067205688399,0.18333072423877517,0.14170672056883993,0.9004492753530142,0.901523459525721,0.11594927535301425,0.07502345952572098,0.897882686147969,0.8786666393280029,0.09416663932800295,0.05216663932800292,0.8776666522026062,0.09316665220260623,0.05116665220260619,0.9363438487052917,0.15184384870529177,0.10984384870529174,0.9363192915916443,0.1518192915916443,0.10981929159164427,0.8901177988706526,0.10561779887065259,0.06361779887065255
corr_source_fog_sev4,7,6000,True,False,False,0.734,0.734,0.8003333333333333,0.9640883977900553,0.9642789479742173,0.2300883977900553,0.16394561464088397,0.8651440462911478,0.8773369600369767,0.13114404629114784,0.07700362670364336,0.8766112446386038,0.8579999804496765,0.12399998044967653,0.05766664711634317,0.8553333282470703,0.12133332824707033,0.05499999491373697,0.9237055778503418,0.1897055778503418,0.12337224451700846,0.9236810207366943,0.18968102073669435,0.123347687403361,0.8632146672004443,0.12921466720044428,0.06288133386711092
corr_source_fog_sev5,8,6000,True,False,False,0.5853333333333334,0.5853333333333334,0.7438333333333333,0.9359815570136549,0.9363139835588551,0.35064822368032156,0.19248065022552174,0.7351689573471161,0.8285787099379838,0.1498356240137827,0.08474537660465042,0.804858642499392,0.7608333230018616,0.1754999896685282,0.016999989668528226,0.7476666569709778,0.1623333236376444,0.003833323637644437,0.8744106888771057,0.28907735554377234,0.13057735554377237,0.8743861317634583,0.2890527984301249,0.1305527984301249,0.7544261524554225,0.16909281912208918,0.010592819122089203
corr_source_frost_sev1,9,6000,True,False,False,0.8555,0.8555,0.8731666666666666,0.9778534923339012,0.9778534923339012,0.12235349233390114,0.10468682566723453,0.9464179511649335,0.9479303019658102,0.09091795116493351,0.07476363529914354,0.9330532527574374,0.922333300113678,0.06683330011367794,0.04916663344701133,0.925166666507721,0.06966666650772091,0.0519999998410543,0.957651674747467,0.102151674747467,0.0844850080808004,0.9576271176338196,0.10212711763381954,0.08446045096715293,0.9318257292542997,0.0763257292542997,0.05865906258763309
corr_source_frost_sev2,10,6000,True,False,False,0.734,0.734,0.7961666666666667,0.9640883977900553,0.9643022946637524,0.2300883977900553,0.1681356279970857,0.8783603223032257,0.8883641911241521,0.1443603223032257,0.09219752445748541,0.8809219242205425,0.8621666431427002,0.1281666431427002,0.0659999764760335,0.8619999885559082,0.12799998855590822,0.06583332188924151,0.9271858334541321,0.1931858334541321,0.1310191667874654,0.9271612763404846,0.19316127634048463,0.13099460967381793,0.8578220952021154,0.1238220952021154,0.0616554285354487
corr_source_frost_sev3,11,6000,True,False,False,0.6253333333333333,0.6253333333333333,0.7455,0.9412387506617257,0.9416879465967752,0.3159054173283924,0.1961879465967752,0.8062603272924826,0.8404689432934754,0.18092699395914935,0.09496894329347538,0.832825464068855,0.7988333106040955,0.17349997727076216,0.05333331060409541,0.7946666479110718,0.16933331457773848,0.049166647911071726,0.895237147808075,0.26990381447474165,0.1497371478080749,0.8952125906944275,0.2698792573610942,0.14971259069442744,0.7824658177817835,0.15713248444845018,0.03696581778178343
corr_source_frost_sev4,12,6000,True,False,False,0.6031666666666666,0.6031666666666666,0.7386666666666667,0.9373007438894793,0.9374704375301203,0.33413407722281263,0.19880377086345358,0.7960693977095287,0.837970454563652,0.19290273104286204,0.09930378789698535,0.8275266116496982,0.7904999852180481,0.18733331855138147,0.0518333185513814,0.7873333096504211,0.1841666429837545,0.04866664298375445,0.890481173992157,0.28731450732549035,0.1518145073254903,0.8904566168785095,0.2872899502118429,0.15178995021184283,0.7648997540785797,0.16173308741191306,0.026233087411912992
corr_source_frost_sev5,13,6000,True,False,False,0.5298333333333334,0.5298333333333334,0.723,0.9297181591152337,0.9308288822169103,0.3998848257819003,0.20782888221691032,0.7502958940053366,0.8159004055223106,0.2204625606720032,0.0929004055223106,0.7964787536886163,0.7581666707992554,0.228333337465922,0.035166670799255395,0.7431666851043701,0.21333335177103674,0.02016668510437014,0.8723322749137878,0.34249894158045446,0.14933227491378787,0.8723077178001404,0.342474384466807,0.1493077178001404,0.7109858143662249,0.1811524810328915,0.012014185633775099
corr_source_motion_blur_sev1,14,6000,True,False,False,0.8776666666666667,0.8776666666666667,0.8923333333333333,0.9832231825114388,0.983245145453753,0.1055565158447721,0.09091181212041965,0.9566264983041308,0.957017859094934,0.07895983163746412,0.06468452576160066,0.9439562898685848,0.9311666488647461,0.05349998219807939,0.03883331553141278,0.937999963760376,0.06033329709370927,0.045666630427042665,0.9644448161125183,0.0867781494458516,0.072111482779185,0.9644202589988708,0.08675359233220414,0.07208692566553754,0.9437849812216489,0.06611831455498218,0.05145164788831558
corr_source_motion_blur_sev2,15,6000,True,False,False,0.8056666666666666,0.8056666666666666,0.8425,0.9729544676480658,0.9729544676480658,0.16728780098139917,0.13045446764806579,0.9169843305945409,0.9177535835872306,0.11131766392787423,0.07525358358723055,0.910447940584982,0.8924999833106995,0.08683331664403282,0.049999983310699436,0.8951666355133057,0.08949996884663902,0.05266663551330564,0.9433603286743164,0.13769366200764976,0.10086032867431638,0.943335771560669,0.1376691048940023,0.10083577156066892,0.9070282493209618,0.10136158265429518,0.0645282493209618
