testset,testset_idx,n_samples,is_source,is_target,is_clean,true_acc,acc_st_true,acc_ta_true,acc_st_tdc,acc_ta_tdc,err_st_tdc,err_ta_tdc,acc_st_mm,acc_ta_mm,err_st_mm,err_ta_mm,mano_fro_norm,est_ATC,err_ATC,err_ta_ATC,est_ATC-NE,err_ATC-NE,err_ta_ATC-NE,est_AC,err_AC,err_ta_AC,est_DOC,err_DOC,err_ta_DOC,est_COT,err_COT,err_ta_COT
val_source,0,10000,True,False,True,0.964,0.964,0.9642,0.9957822855995181,0.9957822855995181,0.03178228559951812,0.031582285599518145,0.9906543243865735,0.9906543243865735,0.026654324386573558,0.02645432438657358,0.9783176208554827,0.981499969959259,0.017499969959259065,0.017299969959259087,0.9738999605178833,0.009899960517883333,0.009699960517883355,0.9852292537689209,0.02122925376892093,0.021029253768920952,0.9851664900779724,0.021166490077972444,0.020966490077972466,0.9704303270579628,0.00643032705796287,0.006230327057962892
val_target,1,66400,False,True,True,0.6698192771084337,0.6698192771084337,0.725105421686747,0.9619323067302431,0.9619782397709588,0.2921130296218094,0.2368728180842118,0.871295404951542,0.8792537005057727,0.2014761278431083,0.1541482788190257,0.861072844854763,0.8532229065895081,0.18340362948107436,0.1281174849027611,0.7965210676193237,0.12670179051089003,0.07141564593257677,0.9003279805183411,0.23050870340990737,0.1752225588315941,0.9002652168273926,0.23044593971895888,0.1751597951406456,0.8553508780648118,0.1855316009563781,0.13024545637806484
imagenet_val_source,2,2600,True,False,True,0.9326923076923077,0.9326923076923077,0.9411538461538461,0.9879330478785519,0.9892293819662814,0.05524074018624414,0.04807553581243529,0.9829291961052085,0.9829291961052085,0.05023688841290075,0.04177534995136234,0.9664691927387167,0.9661538600921631,0.03346155239985538,0.025000013938316967,0.9553846120834351,0.02269230439112735,0.01423076592958894,0.9758748412132263,0.04318253352091861,0.0347209950593802,0.9758120775222778,0.04311976982997012,0.03465823136843171,0.9647043488852605,0.032012041192952756,0.023550502731414347
imagenet_val_target,3,2600,False,True,True,0.6388461538461538,0.6388461538461538,0.7057692307692308,0.956661316211878,0.9571766543282202,0.31781516236572416,0.2514074235589894,0.8620245811167958,0.8746632775152945,0.22317842727064197,0.16889404674606368,0.8529749046605632,0.8376923203468323,0.19884616650067843,0.13192308957760146,0.7869230508804321,0.1480768970342783,0.08115382011120131,0.893774688243866,0.2549285343977121,0.18800545747463515,0.8937119245529175,0.25486577070676364,0.18794269378368667,0.848365893274902,0.20951973942874813,0.14259666250567116
corr_source_fog_sev1,4,2600,True,False,False,0.8442307692307692,0.8442307692307692,0.8676923076923077,0.9811912225705329,0.9816594561624987,0.1369604533397637,0.11396714847019107,0.9378221703543126,0.9380610374849915,0.09359140112354336,0.07036872979268383,0.9205703855783021,0.9142307639122009,0.0699999946814317,0.046538456219893276,0.8873077034950256,0.043076934264256406,0.019615395802717983,0.9422116279602051,0.09798085872943585,0.07451932026789743,0.9421488642692566,0.09791809503848736,0.07445655657694894,0.9010821228729884,0.05685135364221916,0.03338981518068074
corr_source_fog_sev2,5,2600,True,False,False,0.8088461538461539,0.8088461538461539,0.8492307692307692,0.9702970297029702,0.9711564356435644,0.16145087585681628,0.12192566641279512,0.9142510635273791,0.9157987624458677,0.10540490968122518,0.06656799321509843,0.9018224336423919,0.8884615302085876,0.07961537636243377,0.03923076097781841,0.858846127986908,0.04999997414075408,0.009615358756138725,0.9270696640014648,0.11822351015531096,0.07783889477069561,0.9270069003105164,0.11816074646436248,0.07777613107974712,0.8750560559571434,0.06620990211098954,0.025825286726374186
corr_source_fog_sev3,6,2600,True,False,False,0.75,0.75,0.811923076923077,0.9690721649484536,0.9691187238929706,0.2190721649484536,0.15719564696989363,0.8870382349268712,0.8878679005884716,0.13703823492687117,0.07594482366539468,0.873851594577948,0.8676922917366028,0.11769229173660278,0.055769214813525814,0.813076913356781,0.063076913356781,0.0011538364337040363,0.9090059995651245,0.1590059995651245,0.09708292264204754,0.908943235874176,0.15894323587417603,0.09702015895109906,0.8317281633891073,0.08172816338910727,0.019805086466030297
corr_source_fog_sev4,7,2600,True,False,False,0.678076923076923,0.678076923076923,0.7715384615384615,0.9731437598736177,0.9749552150936848,0.29506683679669465,0.20341675355522326,0.8643943806259667,0.8717404121965866,0.18631745754904372,0.1002019506581251,0.8503262200539903,0.8342307806015015,0.15615385752457844,0.06269231906303996,0.7726923227310181,0.09461539965409504,0.00115386119255656,0.8899754285812378,0.21189850550431477,0.11843696704277629,0.8899126648902893,0.21183574181336629,0.1183742033518278,0.7785979344094915,0.10052101133256852,0.007059472871030037
corr_source_fog_sev5,8,2600,True,False,False,0.5219230769230769,0.5219230769230769,0.7138461538461538,0.9743589743589745,0.9743976281545343,0.4524358974358975,0.26055147430838055,0.8053967485587994,0.8422302765699266,0.28347367163572246,0.12838412272377275,0.802955518169653,0.7823076844215393,0.2603846074984624,0.06846153057538551,0.7065384387969971,0.18461536187392014,0.007307715049156727,0.8567463755607605,0.33482329863768356,0.1429002217146067,0.856683611869812,0.3347605349467351,0.14283745802365821,0.6355637916615833,0.11364071473850634,0.07828236218457052
corr_source_frost_sev1,9,2600,True,False,False,0.8369230769230769,0.8369230769230769,0.8703846153846154,0.977183320220299,0.977183320220299,0.1402602432972221,0.10679870483568354,0.926125693161814,0.9305305243280619,0.08920261623873715,0.06014590894344651,0.9124043292846736,0.9107692241668701,0.07384614724379324,0.040384608782254694,0.8757692575454712,0.03884618062239431,0.005384642160855768,0.9362908601760864,0.09936778325300955,0.065906244791471,0.9362280964851379,0.09930501956206106,0.06584348110052252,0.9020479545093515,0.06512487758627461,0.03166333912473607
corr_source_frost_sev2,10,2600,True,False,False,0.7184615384615385,0.7184615384615385,0.7903846153846154,0.9537223340040242,0.9537223340040242,0.2352607955424857,0.16333771861940882,0.8528274502013771,0.8677969898067952,0.13436591173983858,0.07741237442217985,0.8516006337078468,0.8296154141426086,0.11115387568107016,0.03923079875799329,0.7769230604171753,0.05846152195563681,0.01346155496744006,0.8895532488822937,0.17109171042075522,0.09916863349767835,0.8894904851913452,0.17102894672980673,0.09910586980672986,0.8156755228702348,0.09721398440869633,0.025290907485619463
corr_source_frost_sev3,11,2600,True,False,False,0.6234615384615385,0.6234615384615385,0.7592307692307693,0.943089430894309,0.9432584441761047,0.31962789243277046,0.18402767494533545,0.799792328112345,0.8200734878402491,0.1763307896508065,0.06084271860947987,0.8064121814050256,0.7799999713897705,0.156538432928232,0.020769202159001243,0.7092307806015015,0.08576924213996295,0.0499999886292678,0.8591588139533997,0.23569727549186115,0.0999280447226304,0.8590960502624512,0.23563451180091266,0.09986528103168191,0.7434144028790695,0.11995286441753095,0.015816366351699807
corr_source_frost_sev4,12,2600,True,False,False,0.6061538461538462,0.6061538461538462,0.7492307692307693,0.9443767762890783,0.9449289788818271,0.3382229301352322,0.1956982096510579,0.7868592870523399,0.8052742933133824,0.18070544089849372,0.05604352408261315,0.7944828171418743,0.7638461589813232,0.1576923128274771,0.014615389750553986,0.6865384578704834,0.08038461171663724,0.06269231136028586,0.8474661707878113,0.24131232463396513,0.09823540155704202,0.8474034070968628,0.24124956094301664,0.09817263786609354,0.7226609353860756,0.11650708923222941,0.02656983384469369
corr_source_frost_sev5,13,2600,True,False,False,0.5326923076923077,0.5326923076923077,0.7384615384615385,0.9383421804818293,0.940133987521946,0.4056498727895216,0.2016724490604075,0.7544176659634347,0.7944694113530328,0.22172535827112705,0.05600787289149434,0.7650369191893315,0.7265384793281555,0.19384617163584783,0.011923059133382985,0.6376923322677612,0.10500002457545354,0.10076920619377727,0.8271726369857788,0.2944803292934711,0.0887110985242403,0.8271098732948303,0.29441756560252264,0.08864833483329182,0.6651682153076358,0.13247590761532813,0.07329332315390269
corr_source_motion_blur_sev1,14,2600,True,False,False,0.8619230769230769,0.8619230769230769,0.8834615384615384,0.9807918463347707,0.9808208233484872,0.11886876941169378,0.09735928488694878,0.943834437152502,0.9477159479077584,0.08191136022942513,0.06425440944621996,0.9248704846939798,0.9196153879165649,0.05769231099348804,0.03615384945502653,0.8915384411811829,0.02961536425810596,0.008076902719644452,0.9459293484687805,0.08400627154570361,0.06246781000724211,0.945866584777832,0.08394350785475513,0.06240504631629362,0.9265318424172116,0.06460876549413475,0.04307030395567324
corr_source_motion_blur_sev2,15,2600,True,False,False,0.7907692307692308,0.7907692307692308,0.8442307692307692,0.9670242352006356,0.9678797643086269,0.17625500443140485,0.12364899507785765,0.9015143109847668,0.9096694636156721,0.11074508021553597,0.0654386943849029,0.8843879820942815,0.8746153712272644,0.08384614045803362,0.030384601996495175,0.829230785369873,0.03846155460064227,0.014999983860896182,0.9159390926361084,0.12516986186687762,0.07170832340533917,0.9158763289451599,0.12510709817592913,0.07164555971439068,0.8858406241022222,0.09507139333299142,0.04160985487145297
corr_source_motion_blur_sev3,16,2600,True,False,False,0.6580769230769231,0.6580769230769231,0.7580769230769231,0.96,0.9625348103224209,0.30192307692307685,0.20445788724549785,0.8167693982312435,0.8411206176989077,0.1586924751543204,0.08304369462198458,0.8120544445133953,0.7873076796531677,0.1292307565762446,0.029230756576244632,0.7069230675697327,0.04884614449280955,0.05115385550719043,0.8606557846069336,0.20257886153001048,0.1025788615300105,0.8605930209159851,0.202516097839062,0.10251609783906201,0.789617650348363,0.13154072727143984,0.03154072727143986
