dataset,breeds_name,testset,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity30,val_source,0.000000,0.969200,0.994019,0.996286,0.005981,0.003714,0.030800
breeds,entity30,val_source,0.010100,0.969700,0.986572,0.989209,0.004702,0.002225,0.025750
breeds,entity30,val_source,0.020200,0.968200,0.978350,0.980513,0.003793,0.001531,0.021637
breeds,entity30,val_source,0.030300,0.962900,0.969642,0.971221,0.003114,0.001131,0.019387
breeds,entity30,val_source,0.040400,0.958000,0.960535,0.961713,0.002630,0.000834,0.016880
breeds,entity30,val_source,0.050500,0.951500,0.951131,0.952016,0.002291,0.000631,0.015166
breeds,entity30,val_source,0.060600,0.944800,0.941601,0.942514,0.002012,0.000319,0.013518
breeds,entity30,val_source,0.070700,0.935700,0.931948,0.932616,0.001794,0.000214,0.013127
breeds,entity30,val_source,0.080800,0.926600,0.922200,0.922520,0.001622,0.000214,0.012699
breeds,entity30,val_source,0.090900,0.918500,0.912326,0.912424,0.001516,0.000214,0.011762
breeds,entity30,val_source,0.101000,0.909800,0.902461,0.902329,0.001402,0.000214,0.011115
breeds,entity30,val_source,0.111100,0.901500,0.892485,0.892233,0.001348,0.000214,0.010217
breeds,entity30,val_source,0.121200,0.892600,0.882647,0.882137,0.001215,0.000214,0.009672
breeds,entity30,val_source,0.131300,0.883500,0.872594,0.872042,0.001201,0.000214,0.009206
breeds,entity30,val_source,0.141400,0.874400,0.862608,0.861946,0.001149,0.000214,0.008723
breeds,entity30,val_source,0.151500,0.865300,0.852626,0.851850,0.001093,0.000214,0.008246
breeds,entity30,val_source,0.161600,0.856000,0.842649,0.841914,0.001033,0.000119,0.007845
breeds,entity30,val_source,0.171700,0.847100,0.832715,0.831817,0.000946,0.000119,0.007239
breeds,entity30,val_source,0.181800,0.837400,0.822759,0.821719,0.000870,0.000119,0.007070
breeds,entity30,val_source,0.191900,0.828100,0.812731,0.811622,0.000835,0.000119,0.006656
breeds,entity30,val_source,0.202000,0.818400,0.802682,0.801524,0.000814,0.000119,0.006513
breeds,entity30,val_source,0.212100,0.809300,0.792617,0.791614,0.000802,0.000000,0.005930
breeds,entity30,val_source,0.222200,0.799200,0.782534,0.781514,0.000802,0.000000,0.005930
breeds,entity30,val_source,0.232300,0.789900,0.772450,0.771414,0.000802,0.000000,0.005577
breeds,entity30,val_source,0.242400,0.780400,0.762504,0.761314,0.000711,0.000000,0.005264
breeds,entity30,val_source,0.252500,0.770300,0.752418,0.751214,0.000711,0.000000,0.005264
breeds,entity30,val_source,0.262600,0.760600,0.742414,0.741114,0.000656,0.000000,0.005152
breeds,entity30,val_source,0.272700,0.750700,0.732369,0.731014,0.000627,0.000000,0.005027
breeds,entity30,val_source,0.282800,0.740600,0.722429,0.720914,0.000525,0.000000,0.005027
breeds,entity30,val_source,0.292900,0.730700,0.712443,0.710814,0.000451,0.000000,0.005027
breeds,entity30,val_source,0.303000,0.720800,0.702352,0.700714,0.000451,0.000000,0.004991
breeds,entity30,val_source,0.313100,0.710700,0.692262,0.690614,0.000451,0.000000,0.004991
breeds,entity30,val_source,0.323200,0.700800,0.682268,0.680514,0.000379,0.000000,0.004962
breeds,entity30,val_source,0.333300,0.690700,0.672176,0.670414,0.000379,0.000000,0.004962
breeds,entity30,val_source,0.343400,0.680600,0.662083,0.660314,0.000379,0.000000,0.004962
breeds,entity30,val_source,0.353500,0.670700,0.651991,0.650214,0.000379,0.000000,0.004962
breeds,entity30,val_source,0.363600,0.660600,0.641899,0.640114,0.000379,0.000000,0.004962
breeds,entity30,val_source,0.373700,0.650700,0.631806,0.630014,0.000379,0.000000,0.004962
breeds,entity30,val_source,0.383800,0.640800,0.621714,0.619914,0.000379,0.000000,0.004962
breeds,entity30,val_source,0.393900,0.630900,0.611650,0.609814,0.000356,0.000000,0.004913
breeds,entity30,val_source,0.404000,0.621200,0.601557,0.599714,0.000356,0.000000,0.004675
breeds,entity30,val_source,0.414100,0.611100,0.591465,0.589614,0.000356,0.000000,0.004675
breeds,entity30,val_source,0.424200,0.601400,0.581372,0.579514,0.000356,0.000000,0.004511
breeds,entity30,val_source,0.434300,0.591500,0.571279,0.569414,0.000356,0.000000,0.004397
breeds,entity30,val_source,0.444400,0.581400,0.561186,0.559314,0.000356,0.000000,0.004397
breeds,entity30,val_source,0.454500,0.571700,0.551093,0.549214,0.000356,0.000000,0.004208
breeds,entity30,val_source,0.464600,0.561800,0.541040,0.539114,0.000319,0.000000,0.004049
breeds,entity30,val_source,0.474700,0.551700,0.530946,0.529014,0.000319,0.000000,0.004049
breeds,entity30,val_source,0.484800,0.541600,0.520935,0.518914,0.000239,0.000000,0.004049
breeds,entity30,val_source,0.494900,0.531500,0.510840,0.508814,0.000239,0.000000,0.004049
breeds,entity30,val_source,0.505000,0.521800,0.500745,0.498714,0.000239,0.000000,0.004034
breeds,entity30,val_source,0.515100,0.511700,0.490650,0.488614,0.000239,0.000000,0.004034
breeds,entity30,val_source,0.525200,0.501800,0.480554,0.478514,0.000239,0.000000,0.003929
breeds,entity30,val_source,0.535300,0.491900,0.470459,0.468414,0.000239,0.000000,0.003810
breeds,entity30,val_source,0.545400,0.481800,0.460364,0.458314,0.000239,0.000000,0.003810
breeds,entity30,val_source,0.555500,0.471900,0.450269,0.448214,0.000239,0.000000,0.003763
breeds,entity30,val_source,0.565600,0.461800,0.440174,0.438114,0.000239,0.000000,0.003763
breeds,entity30,val_source,0.575700,0.451900,0.430079,0.428014,0.000239,0.000000,0.003754
breeds,entity30,val_source,0.585800,0.442000,0.419983,0.417914,0.000239,0.000000,0.003605
breeds,entity30,val_source,0.595900,0.431900,0.409888,0.407814,0.000239,0.000000,0.003605
breeds,entity30,val_source,0.606000,0.421800,0.399793,0.397714,0.000239,0.000000,0.003605
breeds,entity30,val_source,0.616100,0.411900,0.389755,0.387614,0.000164,0.000000,0.003598
breeds,entity30,val_source,0.626200,0.402000,0.379659,0.377514,0.000164,0.000000,0.003442
breeds,entity30,val_source,0.636300,0.391900,0.369681,0.367414,0.000000,0.000000,0.003442
breeds,entity30,val_source,0.646400,0.381800,0.359581,0.357314,0.000000,0.000000,0.003442
breeds,entity30,val_source,0.656500,0.371900,0.349481,0.347214,0.000000,0.000000,0.003408
breeds,entity30,val_source,0.666600,0.362000,0.339381,0.337114,0.000000,0.000000,0.003272
breeds,entity30,val_source,0.676700,0.351900,0.329281,0.327014,0.000000,0.000000,0.003272
breeds,entity30,val_source,0.686800,0.341800,0.319181,0.316914,0.000000,0.000000,0.003272
breeds,entity30,val_source,0.696900,0.331900,0.309081,0.306814,0.000000,0.000000,0.003196
breeds,entity30,val_source,0.707000,0.321800,0.298981,0.296714,0.000000,0.000000,0.003196
breeds,entity30,val_source,0.717100,0.311700,0.288881,0.286614,0.000000,0.000000,0.003196
breeds,entity30,val_source,0.727200,0.301800,0.278781,0.276514,0.000000,0.000000,0.003196
breeds,entity30,val_source,0.737300,0.291700,0.268681,0.266414,0.000000,0.000000,0.003196
breeds,entity30,val_source,0.747400,0.281800,0.258581,0.256314,0.000000,0.000000,0.003142
breeds,entity30,val_source,0.757500,0.271900,0.248481,0.246214,0.000000,0.000000,0.002842
breeds,entity30,val_source,0.767600,0.262000,0.238381,0.236114,0.000000,0.000000,0.002513
breeds,entity30,val_source,0.777700,0.251900,0.228281,0.226014,0.000000,0.000000,0.002513
breeds,entity30,val_source,0.787800,0.241800,0.218181,0.215914,0.000000,0.000000,0.002513
breeds,entity30,val_source,0.797900,0.231900,0.208081,0.205814,0.000000,0.000000,0.002434
breeds,entity30,val_source,0.808000,0.222000,0.197981,0.195714,0.000000,0.000000,0.001988
breeds,entity30,val_source,0.818100,0.211900,0.187881,0.185614,0.000000,0.000000,0.001988
breeds,entity30,val_source,0.828200,0.202000,0.177781,0.175514,0.000000,0.000000,0.001685
breeds,entity30,val_source,0.838300,0.191900,0.167681,0.165414,0.000000,0.000000,0.001685
breeds,entity30,val_source,0.848400,0.181800,0.157581,0.155314,0.000000,0.000000,0.001685
breeds,entity30,val_source,0.858500,0.171900,0.147481,0.145214,0.000000,0.000000,0.001325
breeds,entity30,val_source,0.868600,0.162000,0.137381,0.135114,0.000000,0.000000,0.000724
breeds,entity30,val_source,0.878700,0.151900,0.127281,0.125014,0.000000,0.000000,0.000724
breeds,entity30,val_source,0.888800,0.142000,0.117181,0.114914,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.898900,0.131900,0.107081,0.104814,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.909000,0.121800,0.096981,0.094714,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.919100,0.111700,0.086881,0.084614,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.929200,0.101600,0.076781,0.074514,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.939300,0.091500,0.066681,0.064414,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.949400,0.081400,0.056581,0.054314,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.959500,0.071300,0.046481,0.044214,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.969600,0.061200,0.036381,0.034114,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.979700,0.051100,0.026281,0.024014,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.989800,0.041000,0.016181,0.013914,0.000000,0.000000,0.000000
breeds,entity30,val_source,0.999900,0.030900,0.006081,0.003814,0.000000,0.000000,0.000000
breeds,entity30,val_target,0.000000,0.732275,0.916512,0.968456,0.083488,0.031544,0.267725
breeds,entity30,val_target,0.010096,0.737661,0.915210,0.964827,0.079898,0.028599,0.262636
breeds,entity30,val_target,0.020198,0.741482,0.913087,0.960024,0.076649,0.026190,0.258238
breeds,entity30,val_target,0.030301,0.745499,0.910691,0.954614,0.073474,0.024043,0.253647
breeds,entity30,val_target,0.040403,0.748944,0.908698,0.948604,0.070022,0.022164,0.249260
breeds,entity30,val_target,0.050499,0.752526,0.906060,0.942032,0.066839,0.020544,0.244706
breeds,entity30,val_target,0.060602,0.755153,0.903129,0.935280,0.063741,0.018982,0.240562
breeds,entity30,val_target,0.070704,0.757742,0.899789,0.928146,0.060796,0.017591,0.236350
breeds,entity30,val_target,0.080807,0.759514,0.896307,0.920601,0.057863,0.016393,0.232489
breeds,entity30,val_target,0.090903,0.761240,0.892364,0.912857,0.055121,0.015282,0.228566
breeds,entity30,val_target,0.101005,0.763231,0.888054,0.904793,0.052519,0.014319,0.224411
breeds,entity30,val_target,0.111108,0.764263,0.883533,0.896637,0.049976,0.013387,0.220697
breeds,entity30,val_target,0.121210,0.765178,0.878705,0.888249,0.047550,0.012566,0.216967
breeds,entity30,val_target,0.131306,0.766177,0.873916,0.880088,0.045048,0.011598,0.213102
breeds,entity30,val_target,0.141408,0.766612,0.868906,0.871404,0.042613,0.010909,0.209472
breeds,entity30,val_target,0.151511,0.767280,0.863568,0.862824,0.040312,0.010141,0.205619
breeds,entity30,val_target,0.161613,0.767637,0.857754,0.853989,0.038240,0.009508,0.201860
breeds,entity30,val_target,0.171716,0.767579,0.851530,0.845115,0.036365,0.008882,0.198255
breeds,entity30,val_target,0.181812,0.767592,0.845389,0.836101,0.034398,0.008331,0.194525
breeds,entity30,val_target,0.191914,0.766923,0.839090,0.826919,0.032474,0.007865,0.191121
breeds,entity30,val_target,0.202017,0.766009,0.832352,0.817829,0.030777,0.007330,0.187786
breeds,entity30,val_target,0.212119,0.764925,0.825661,0.808557,0.029007,0.006898,0.184467
breeds,entity30,val_target,0.222215,0.763640,0.818816,0.799460,0.027293,0.006345,0.181193
breeds,entity30,val_target,0.232317,0.762738,0.811789,0.789947,0.025650,0.006044,0.177592
breeds,entity30,val_target,0.242420,0.761408,0.804502,0.780682,0.024133,0.005572,0.174171
breeds,entity30,val_target,0.252522,0.759092,0.796905,0.771169,0.022783,0.005253,0.171312
breeds,entity30,val_target,0.262618,0.756873,0.789237,0.761653,0.021449,0.004932,0.168321
breeds,entity30,val_target,0.272721,0.754245,0.781245,0.752023,0.020296,0.004675,0.165520
breeds,entity30,val_target,0.282823,0.751799,0.773230,0.742389,0.019127,0.004415,0.162514
breeds,entity30,val_target,0.292926,0.749444,0.765031,0.732796,0.018054,0.004118,0.159355
breeds,entity30,val_target,0.303028,0.746790,0.756491,0.723097,0.017195,0.003888,0.156321
breeds,entity30,val_target,0.313124,0.744169,0.748224,0.713515,0.016116,0.003571,0.153179
breeds,entity30,val_target,0.323227,0.741100,0.739680,0.703728,0.015205,0.003391,0.150269
breeds,entity30,val_target,0.333329,0.737654,0.731014,0.693978,0.014359,0.003178,0.147537
breeds,entity30,val_target,0.343431,0.733858,0.722453,0.684175,0.013406,0.002999,0.145023
breeds,entity30,val_target,0.353527,0.730108,0.713602,0.674323,0.012652,0.002857,0.142358
breeds,entity30,val_target,0.363630,0.726144,0.704857,0.664597,0.011786,0.002607,0.139807
breeds,entity30,val_target,0.373732,0.721959,0.695799,0.654808,0.011143,0.002398,0.137347
breeds,entity30,val_target,0.383835,0.717462,0.686955,0.644953,0.010304,0.002237,0.135045
breeds,entity30,val_target,0.393931,0.712894,0.677935,0.635105,0.009588,0.002069,0.132737
breeds,entity30,val_target,0.404033,0.708333,0.668729,0.625149,0.008998,0.001982,0.130316
breeds,entity30,val_target,0.414136,0.703318,0.659389,0.615131,0.008503,0.001944,0.128248
breeds,entity30,val_target,0.424238,0.698341,0.650045,0.605201,0.007994,0.001829,0.126045
breeds,entity30,val_target,0.434341,0.693105,0.640597,0.595281,0.007558,0.001700,0.123986
breeds,entity30,val_target,0.444437,0.688031,0.631143,0.585318,0.007118,0.001611,0.121730
breeds,entity30,val_target,0.454539,0.682808,0.621768,0.575395,0.006583,0.001477,0.119509
breeds,entity30,val_target,0.464641,0.677130,0.612200,0.565476,0.006208,0.001332,0.117621
breeds,entity30,val_target,0.474744,0.671142,0.602629,0.555488,0.005820,0.001249,0.115981
breeds,entity30,val_target,0.484840,0.665263,0.593052,0.545523,0.005431,0.001147,0.114158
breeds,entity30,val_target,0.494942,0.659780,0.583410,0.535564,0.005084,0.001028,0.111871
breeds,entity30,val_target,0.505045,0.653688,0.573678,0.525483,0.004814,0.001027,0.110093
breeds,entity30,val_target,0.515147,0.647543,0.564054,0.515515,0.004420,0.000910,0.108314
breeds,entity30,val_target,0.525243,0.641016,0.554332,0.505470,0.004121,0.000875,0.106852
breeds,entity30,val_target,0.535346,0.634573,0.544540,0.495420,0.003876,0.000838,0.105240
breeds,entity30,val_target,0.545448,0.627831,0.534655,0.485362,0.003724,0.000808,0.103881
breeds,entity30,val_target,0.555551,0.621375,0.524847,0.475360,0.003477,0.000713,0.102130
breeds,entity30,val_target,0.565646,0.614550,0.514992,0.465298,0.003280,0.000691,0.100741
breeds,entity30,val_target,0.575749,0.607990,0.505095,0.455218,0.003115,0.000681,0.098976
breeds,entity30,val_target,0.585851,0.600898,0.495220,0.445148,0.002917,0.000658,0.097754
breeds,entity30,val_target,0.595954,0.593547,0.485355,0.435098,0.002696,0.000609,0.096793
breeds,entity30,val_target,0.606056,0.586221,0.475443,0.425066,0.002524,0.000536,0.095707
breeds,entity30,val_target,0.616152,0.578928,0.465534,0.415044,0.002347,0.000454,0.094623
breeds,entity30,val_target,0.626255,0.571616,0.455568,0.404954,0.002227,0.000449,0.093448
breeds,entity30,val_target,0.636357,0.563823,0.445573,0.394864,0.002142,0.000444,0.092860
breeds,entity30,val_target,0.646460,0.556368,0.435622,0.384788,0.001989,0.000419,0.091750
breeds,entity30,val_target,0.656556,0.548854,0.425604,0.374710,0.001933,0.000407,0.090671
breeds,entity30,val_target,0.666658,0.541049,0.415638,0.364653,0.001787,0.000350,0.089967
breeds,entity30,val_target,0.676760,0.533269,0.405664,0.354578,0.001644,0.000319,0.089178
breeds,entity30,val_target,0.686863,0.525243,0.395684,0.344491,0.001502,0.000304,0.088708
breeds,entity30,val_target,0.696959,0.517314,0.385672,0.334407,0.001413,0.000294,0.088137
breeds,entity30,val_target,0.707061,0.509496,0.375642,0.324318,0.001339,0.000283,0.087309
breeds,entity30,val_target,0.717164,0.501612,0.365605,0.314242,0.001271,0.000245,0.086502
breeds,entity30,val_target,0.727266,0.493171,0.355567,0.304152,0.001200,0.000232,0.086434
breeds,entity30,val_target,0.737369,0.485352,0.345533,0.294054,0.001116,0.000232,0.085632
breeds,entity30,val_target,0.747465,0.477125,0.335493,0.283966,0.001050,0.000225,0.085286
breeds,entity30,val_target,0.757567,0.469073,0.325458,0.273868,0.000954,0.000225,0.084729
breeds,entity30,val_target,0.767670,0.460917,0.315425,0.263774,0.000846,0.000217,0.084201
breeds,entity30,val_target,0.777772,0.452605,0.305396,0.253696,0.000719,0.000173,0.084012
breeds,entity30,val_target,0.787868,0.444313,0.295361,0.243625,0.000610,0.000121,0.083717
breeds,entity30,val_target,0.797970,0.435924,0.285299,0.233525,0.000540,0.000121,0.083402
breeds,entity30,val_target,0.808073,0.427560,0.275210,0.223425,0.000534,0.000121,0.083328
breeds,entity30,val_target,0.818175,0.419210,0.265118,0.213325,0.000534,0.000121,0.083119
breeds,entity30,val_target,0.828271,0.410736,0.255081,0.203247,0.000395,0.000075,0.083119
breeds,entity30,val_target,0.838374,0.402126,0.244986,0.193146,0.000395,0.000075,0.083119
breeds,entity30,val_target,0.848476,0.393918,0.234903,0.183045,0.000357,0.000075,0.083119
breeds,entity30,val_target,0.858579,0.385580,0.224830,0.172945,0.000280,0.000075,0.083038
breeds,entity30,val_target,0.868681,0.377191,0.214733,0.162844,0.000280,0.000075,0.082974
breeds,entity30,val_target,0.878777,0.368898,0.204665,0.152755,0.000188,0.000051,0.082482
breeds,entity30,val_target,0.888880,0.360288,0.194575,0.142665,0.000148,0.000000,0.082459
breeds,entity30,val_target,0.898982,0.351782,0.184476,0.132563,0.000148,0.000000,0.082459
breeds,entity30,val_target,0.909084,0.342990,0.174376,0.122460,0.000148,0.000000,0.082459
breeds,entity30,val_target,0.919180,0.334659,0.164296,0.112364,0.000072,0.000000,0.082459
breeds,entity30,val_target,0.929283,0.326296,0.154195,0.102262,0.000072,0.000000,0.082459
breeds,entity30,val_target,0.939385,0.317634,0.144103,0.092159,0.000000,0.000000,0.082459
breeds,entity30,val_target,0.949488,0.309166,0.134000,0.082057,0.000000,0.000000,0.082459
breeds,entity30,val_target,0.959584,0.300459,0.123904,0.071961,0.000000,0.000000,0.082459
breeds,entity30,val_target,0.969686,0.291875,0.113802,0.061858,0.000000,0.000000,0.082459
breeds,entity30,val_target,0.979789,0.283680,0.103699,0.051756,0.000000,0.000000,0.082459
breeds,entity30,val_target,0.989891,0.275602,0.093597,0.041653,0.000000,0.000000,0.082459
breeds,entity30,val_target,0.999994,0.267731,0.083494,0.031551,0.000000,0.000000,0.000000
breeds,entity30,imagenet_val_source,0.000000,0.942500,0.988125,0.993120,0.011875,0.006880,0.057500
breeds,entity30,imagenet_val_source,0.010000,0.944833,0.982134,0.988522,0.009970,0.004222,0.051843
breeds,entity30,imagenet_val_source,0.020167,0.945000,0.975263,0.981378,0.008392,0.002723,0.047117
breeds,entity30,imagenet_val_source,0.030167,0.945333,0.968400,0.973050,0.006861,0.001889,0.042275
breeds,entity30,imagenet_val_source,0.040333,0.941833,0.959699,0.964548,0.006170,0.001042,0.039250
breeds,entity30,imagenet_val_source,0.050333,0.936500,0.951170,0.955215,0.005461,0.000701,0.037206
breeds,entity30,imagenet_val_source,0.060500,0.931333,0.942222,0.945389,0.004871,0.000528,0.034941
breeds,entity30,imagenet_val_source,0.070667,0.926167,0.932966,0.935233,0.004435,0.000528,0.032611
breeds,entity30,imagenet_val_source,0.080667,0.918167,0.923639,0.925244,0.004117,0.000528,0.031873
breeds,entity30,imagenet_val_source,0.090833,0.913667,0.914290,0.915088,0.003713,0.000528,0.029110
breeds,entity30,imagenet_val_source,0.100833,0.907333,0.904750,0.905715,0.003498,0.000185,0.027372
breeds,entity30,imagenet_val_source,0.111000,0.899833,0.895198,0.895552,0.003193,0.000185,0.026222
breeds,entity30,imagenet_val_source,0.121167,0.892667,0.885662,0.885389,0.002871,0.000185,0.024811
breeds,entity30,imagenet_val_source,0.131167,0.883333,0.875966,0.875393,0.002730,0.000185,0.024703
breeds,entity30,imagenet_val_source,0.141333,0.876167,0.865980,0.865230,0.002656,0.000185,0.023260
breeds,entity30,imagenet_val_source,0.151333,0.868167,0.856333,0.855234,0.002480,0.000185,0.022366
breeds,entity30,imagenet_val_source,0.161500,0.860333,0.846633,0.845071,0.002232,0.000185,0.021268
breeds,entity30,imagenet_val_source,0.171667,0.852500,0.836660,0.834908,0.002142,0.000185,0.020117
breeds,entity30,imagenet_val_source,0.181667,0.843167,0.826819,0.824911,0.002071,0.000185,0.019923
breeds,entity30,imagenet_val_source,0.191833,0.834333,0.816783,0.814748,0.002016,0.000185,0.019357
breeds,entity30,imagenet_val_source,0.201833,0.825333,0.807093,0.805047,0.001847,0.000000,0.018998
breeds,entity30,imagenet_val_source,0.212000,0.815833,0.797154,0.794880,0.001726,0.000000,0.018812
breeds,entity30,imagenet_val_source,0.222167,0.807333,0.787058,0.784714,0.001704,0.000000,0.017907
breeds,entity30,imagenet_val_source,0.232167,0.798333,0.777275,0.774714,0.001585,0.000000,0.017540
breeds,entity30,imagenet_val_source,0.242333,0.789167,0.767140,0.764547,0.001585,0.000000,0.017132
breeds,entity30,imagenet_val_source,0.252333,0.780500,0.757172,0.754547,0.001585,0.000000,0.016488
breeds,entity30,imagenet_val_source,0.262500,0.771000,0.747038,0.744380,0.001585,0.000000,0.016115
breeds,entity30,imagenet_val_source,0.272667,0.761500,0.736949,0.734214,0.001553,0.000000,0.015945
breeds,entity30,imagenet_val_source,0.282667,0.752167,0.727138,0.724214,0.001443,0.000000,0.015785
breeds,entity30,imagenet_val_source,0.292833,0.742667,0.717257,0.714047,0.001262,0.000000,0.015446
breeds,entity30,imagenet_val_source,0.302833,0.733333,0.707282,0.704047,0.001262,0.000000,0.015216
breeds,entity30,imagenet_val_source,0.313000,0.724167,0.697195,0.693880,0.001223,0.000000,0.014741
breeds,entity30,imagenet_val_source,0.323167,0.714333,0.687141,0.683714,0.001158,0.000000,0.014741
breeds,entity30,imagenet_val_source,0.333167,0.705000,0.677254,0.673714,0.001090,0.000000,0.014342
breeds,entity30,imagenet_val_source,0.343333,0.695833,0.667110,0.663547,0.001090,0.000000,0.013931
breeds,entity30,imagenet_val_source,0.353333,0.686167,0.657210,0.653547,0.001030,0.000000,0.013871
breeds,entity30,imagenet_val_source,0.363500,0.677000,0.647064,0.643380,0.001030,0.000000,0.013323
breeds,entity30,imagenet_val_source,0.373667,0.667500,0.636918,0.633214,0.001030,0.000000,0.013008
breeds,entity30,imagenet_val_source,0.383667,0.657500,0.626939,0.623214,0.001030,0.000000,0.013008
breeds,entity30,imagenet_val_source,0.393833,0.648667,0.616793,0.613047,0.001030,0.000000,0.012302
breeds,entity30,imagenet_val_source,0.403833,0.639667,0.606814,0.603047,0.001030,0.000000,0.011663
breeds,entity30,imagenet_val_source,0.414000,0.629833,0.596668,0.592880,0.001030,0.000000,0.011602
breeds,entity30,imagenet_val_source,0.424167,0.619667,0.586522,0.582714,0.001030,0.000000,0.011602
breeds,entity30,imagenet_val_source,0.434167,0.610000,0.576543,0.572714,0.001030,0.000000,0.011602
breeds,entity30,imagenet_val_source,0.444333,0.601167,0.566397,0.562547,0.001030,0.000000,0.010795
breeds,entity30,imagenet_val_source,0.454333,0.591167,0.556418,0.552547,0.001030,0.000000,0.010795
breeds,entity30,imagenet_val_source,0.464500,0.582333,0.546272,0.542380,0.001030,0.000000,0.009926
breeds,entity30,imagenet_val_source,0.474667,0.572500,0.536126,0.532214,0.001030,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.484667,0.562500,0.526147,0.522214,0.001030,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.494833,0.552667,0.516002,0.512047,0.001029,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.504833,0.542667,0.506022,0.502047,0.001029,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.515000,0.532500,0.495877,0.491880,0.001029,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.525000,0.522500,0.485897,0.481880,0.001029,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.535167,0.512667,0.475752,0.471714,0.001029,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.545333,0.502833,0.465606,0.461547,0.001029,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.555333,0.493500,0.455626,0.451547,0.001029,0.000000,0.009654
breeds,entity30,imagenet_val_source,0.565500,0.483667,0.445531,0.441380,0.000971,0.000000,0.009527
breeds,entity30,imagenet_val_source,0.575500,0.474000,0.435551,0.431380,0.000971,0.000000,0.009224
breeds,entity30,imagenet_val_source,0.585667,0.464833,0.425404,0.421214,0.000971,0.000000,0.008427
breeds,entity30,imagenet_val_source,0.595833,0.454667,0.415389,0.411047,0.000807,0.000000,0.008427
breeds,entity30,imagenet_val_source,0.605833,0.445333,0.405405,0.401047,0.000807,0.000000,0.007997
breeds,entity30,imagenet_val_source,0.616000,0.435500,0.395255,0.390880,0.000807,0.000000,0.007735
breeds,entity30,imagenet_val_source,0.626000,0.425500,0.385271,0.380880,0.000807,0.000000,0.007735
breeds,entity30,imagenet_val_source,0.636167,0.415667,0.375264,0.370714,0.000610,0.000000,0.007675
breeds,entity30,imagenet_val_source,0.646333,0.405833,0.365311,0.360547,0.000326,0.000000,0.007526
breeds,entity30,imagenet_val_source,0.656333,0.395833,0.355318,0.350547,0.000326,0.000000,0.007526
breeds,entity30,imagenet_val_source,0.666500,0.386333,0.345158,0.340380,0.000326,0.000000,0.006955
breeds,entity30,imagenet_val_source,0.676500,0.376333,0.335164,0.330380,0.000326,0.000000,0.006955
breeds,entity30,imagenet_val_source,0.686667,0.366500,0.325004,0.320214,0.000326,0.000000,0.006799
breeds,entity30,imagenet_val_source,0.696833,0.356667,0.315042,0.310047,0.000000,0.000000,0.006525
breeds,entity30,imagenet_val_source,0.706833,0.346667,0.305042,0.300047,0.000000,0.000000,0.006525
breeds,entity30,imagenet_val_source,0.717000,0.337167,0.294875,0.289880,0.000000,0.000000,0.005851
breeds,entity30,imagenet_val_source,0.727000,0.327833,0.284875,0.279880,0.000000,0.000000,0.004751
breeds,entity30,imagenet_val_source,0.737167,0.318000,0.274709,0.269714,0.000000,0.000000,0.004337
breeds,entity30,imagenet_val_source,0.747333,0.308167,0.264542,0.259547,0.000000,0.000000,0.003945
breeds,entity30,imagenet_val_source,0.757333,0.298167,0.254542,0.249547,0.000000,0.000000,0.003945
breeds,entity30,imagenet_val_source,0.767500,0.288000,0.244375,0.239380,0.000000,0.000000,0.003945
breeds,entity30,imagenet_val_source,0.777500,0.278000,0.234375,0.229380,0.000000,0.000000,0.003945
breeds,entity30,imagenet_val_source,0.787667,0.268167,0.224209,0.219214,0.000000,0.000000,0.003915
breeds,entity30,imagenet_val_source,0.797833,0.258333,0.214042,0.209047,0.000000,0.000000,0.003182
breeds,entity30,imagenet_val_source,0.807833,0.248333,0.204042,0.199047,0.000000,0.000000,0.003182
breeds,entity30,imagenet_val_source,0.818000,0.238167,0.193875,0.188880,0.000000,0.000000,0.003182
breeds,entity30,imagenet_val_source,0.828000,0.228167,0.183875,0.178880,0.000000,0.000000,0.003182
breeds,entity30,imagenet_val_source,0.838167,0.218000,0.173709,0.168714,0.000000,0.000000,0.003182
breeds,entity30,imagenet_val_source,0.848333,0.208167,0.163542,0.158547,0.000000,0.000000,0.003135
breeds,entity30,imagenet_val_source,0.858333,0.198167,0.153542,0.148547,0.000000,0.000000,0.003135
breeds,entity30,imagenet_val_source,0.868500,0.188000,0.143375,0.138380,0.000000,0.000000,0.003135
