config,testset,testset_idx,n_samples,is_source,is_target,is_clean,true_acc,acc_st_true,acc_ta_true,acc_st_tdc,acc_ta_tdc,err_st_tdc,err_ta_tdc,acc_st_mm,acc_ta_mm,err_st_mm,err_ta_mm,mano_fro_norm,est_ATC,err_ATC,err_ta_ATC,est_ATC-NE,err_ATC-NE,err_ta_ATC-NE,est_AC,err_AC,err_ta_AC,est_DOC,err_DOC,err_ta_DOC,est_COT,err_COT,err_ta_COT
seed_42,val_source,0,10000,True,False,True,0.9692,0.9692,0.9713,0.9964877069744105,0.9964877069744105,0.02728770697441052,0.025187706974410418,0.9939821206010527,0.9939821206010527,0.02478212060105278,0.02268212060105268,0.984037298114581,0.9827999472618103,0.013599947261810352,0.01149994726181025,0.9855999946594238,0.016399994659423878,0.014299994659423776,0.9905527234077454,0.02135272340774541,0.01925272340774531,0.9905281662940979,0.02132816629409795,0.019228166294097848,0.9766706740721954,0.007470674072195482,0.0053706740721953805
seed_42,val_target,1,154121,False,True,True,0.7322752901940683,0.7322752901940683,0.7678187917285769,0.9712510179288985,0.9712887598765418,0.2389757277348301,0.20346996814796492,0.9166993092288258,0.9168157519864298,0.18442401903475747,0.14899696025785292,0.9052495610535427,0.888211190700531,0.15593590050646267,0.12039239897195408,0.8949137330055237,0.16263844281145534,0.12709494127694676,0.9412089586257935,0.20893366843172512,0.17339016689721654,0.941184401512146,0.20890911131807766,0.17336560978356907,0.9996770456336997,0.2674017554396314,0.23185825390512282
seed_42,imagenet_val_source,2,6000,True,False,True,0.9425,0.9425,0.9455,0.9949748743718594,0.9951448352875488,0.05247487437185938,0.049644835287548816,0.9882975359071923,0.9885384868527561,0.045797535907192266,0.04303848685275613,0.9758794176125655,0.9708333015441895,0.02833330154418945,0.025333301544189446,0.9753333330154419,0.03283333301544189,0.029833333015441887,0.9847238063812256,0.04222380638122558,0.03922380638122558,0.9846992492675781,0.04219924926757812,0.03919924926757812,0.97595053128438,0.033450531284380025,0.030450531284380022
seed_42,imagenet_val_target,3,6000,False,True,True,0.717,0.717,0.7596666666666667,0.9694263139814496,0.9695057359784449,0.25242631398144966,0.2098390693117782,0.9118456847052077,0.9119637152258309,0.1948456847052077,0.15229704855916415,0.9025065301249727,0.8819999694824219,0.1649999694824219,0.12233330281575516,0.8920000195503235,0.17500001955032352,0.13233335288365677,0.9389160871505737,0.22191608715057376,0.17924942048390702,0.9388915300369263,0.2218915300369263,0.17922486337025956,0.8951577999032317,0.17815779990323177,0.13549113323656503
seed_42,corr_source_fog_sev1,4,6000,True,False,False,0.8673333333333333,0.8673333333333333,0.8821666666666667,0.9849433260023684,0.9849532335012976,0.11760999266903516,0.10278656683463094,0.9577073860474121,0.9580185243072642,0.09037405271407883,0.07585185764059754,0.9418746322736842,0.9329999685287476,0.06566663519541427,0.050833301862080904,0.9386666417121887,0.07133330837885543,0.056499975045522066,0.9649282097816467,0.09759487644831344,0.08276154311498007,0.9649036526679993,0.09757031933466598,0.08273698600133261,0.9432189626619222,0.07588562932858889,0.06105229599525552
seed_42,corr_source_fog_sev2,5,6000,True,False,False,0.8376666666666667,0.8376666666666667,0.8611666666666666,0.9778534923339012,0.9782304515520533,0.1401868256672345,0.11706378488538671,0.9412659732711549,0.9412889927628805,0.10359930660448824,0.08012232609621384,0.9256535841674602,0.9114999771118164,0.07383331044514974,0.05033331044514977,0.9149999618530273,0.07733329518636067,0.05383329518636071,0.9543020725250244,0.11663540585835774,0.09313540585835778,0.954277515411377,0.11661084874471028,0.09311084874471032,0.92175899737348,0.08409233070681332,0.06059233070681336
seed_42,corr_source_fog_sev3,6,6000,True,False,False,0.7845,0.7845,0.8265,0.9667642500430514,0.9667859853456269,0.18226425004305147,0.14028598534562686,0.8995369876492929,0.9002916226264766,0.11503698764929293,0.07379162262647654,0.897881360711899,0.8786666393280029,0.09416663932800295,0.05216663932800292,0.8776666522026062,0.09316665220260623,0.05116665220260619,0.9363438487052917,0.15184384870529177,0.10984384870529174,0.9363192915916443,0.1518192915916443,0.10981929159164427,0.8901177988706526,0.10561779887065259,0.06361779887065255
seed_42,corr_source_fog_sev4,7,6000,True,False,False,0.734,0.734,0.8003333333333333,0.9633724948168626,0.9635635222299008,0.22937249481686262,0.16323018889656749,0.8669222408968226,0.8771889510973391,0.13292224089682259,0.07685561776400573,0.8766096782141576,0.8579999804496765,0.12399998044967653,0.05766664711634317,0.8553333282470703,0.12133332824707033,0.05499999491373697,0.9237055778503418,0.1897055778503418,0.12337224451700846,0.9236810207366943,0.18968102073669435,0.123347687403361,0.8632146672004443,0.12921466720044428,0.06288133386711092
seed_42,corr_source_fog_sev5,8,6000,True,False,False,0.5853333333333334,0.5853333333333334,0.7438333333333333,0.9382410192886216,0.9382410192886216,0.3529076859552882,0.19440768595528823,0.7412713303866185,0.8271974140846954,0.15593799705328515,0.08336408075136204,0.8048567145923814,0.7608333230018616,0.1754999896685282,0.016999989668528226,0.7476666569709778,0.1623333236376444,0.003833323637644437,0.8744106888771057,0.28907735554377234,0.13057735554377237,0.8743861317634583,0.2890527984301249,0.1305527984301249,0.7544261524554225,0.16909281912208918,0.010592819122089203
seed_42,corr_source_frost_sev1,9,6000,True,False,False,0.8555,0.8555,0.8731666666666666,0.9825334916059013,0.98278908903926,0.12703349160590127,0.10962242237259334,0.9469675384382511,0.9482960793186468,0.09146753843825106,0.07512941265198014,0.9330521683097438,0.922333300113678,0.06683330011367794,0.04916663344701133,0.925166666507721,0.06966666650772091,0.0519999998410543,0.957651674747467,0.102151674747467,0.0844850080808004,0.9576271176338196,0.10212711763381954,0.08446045096715293,0.9318257292542997,0.0763257292542997,0.05865906258763309
seed_42,corr_source_frost_sev2,10,6000,True,False,False,0.734,0.734,0.7961666666666667,0.9703106229620732,0.9703300681925211,0.23631062296207317,0.1741634015258544,0.8819926828254842,0.892176527080169,0.14799268282548417,0.09600986041350235,0.8809203577960962,0.8621666431427002,0.1281666431427002,0.0659999764760335,0.8619999885559082,0.12799998855590822,0.06583332188924151,0.9271858334541321,0.1931858334541321,0.1310191667874654,0.9271612763404846,0.19316127634048463,0.13099460967381793,0.8578220952021154,0.1238220952021154,0.0616554285354487
seed_42,corr_source_frost_sev3,11,6000,True,False,False,0.6253333333333333,0.6253333333333333,0.7455,0.9534275248560963,0.9540500862162461,0.328094191522763,0.20855008621624604,0.8099013851321439,0.8418217100016685,0.18456805179881064,0.09632171000166845,0.8328235361618442,0.7988333106040955,0.17349997727076216,0.05333331060409541,0.7946666479110718,0.16933331457773848,0.049166647911071726,0.895237147808075,0.26990381447474165,0.1497371478080749,0.8952125906944275,0.2698792573610942,0.14971259069442744,0.7824658177817835,0.15713248444845018,0.03696581778178343
seed_42,corr_source_frost_sev4,12,6000,True,False,False,0.6031666666666666,0.6031666666666666,0.7386666666666667,0.9503149055283415,0.9507258917128767,0.3471482388616749,0.21205922504621,0.8032496086769892,0.8396959627228489,0.20008294201032262,0.10102929605618216,0.8275246837426874,0.7904999852180481,0.18733331855138147,0.0518333185513814,0.7873333096504211,0.1841666429837545,0.04866664298375445,0.890481173992157,0.28731450732549035,0.1518145073254903,0.8904566168785095,0.2872899502118429,0.15178995021184283,0.7648997540785797,0.16173308741191306,0.026233087411912992
seed_42,corr_source_frost_sev5,13,6000,True,False,False,0.5298333333333334,0.5298333333333334,0.723,0.94681411269089,0.9470161781054356,0.4169807793575566,0.22401617810543561,0.7553974394365561,0.8102626571690269,0.22556410610322275,0.08726265716902692,0.7964764642990411,0.7581666707992554,0.228333337465922,0.035166670799255395,0.7431666851043701,0.21333335177103674,0.02016668510437014,0.8723322749137878,0.34249894158045446,0.14933227491378787,0.8723077178001404,0.342474384466807,0.1493077178001404,0.7109858143662249,0.1811524810328915,0.012014185633775099
seed_42,corr_source_motion_blur_sev1,14,6000,True,False,False,0.8776666666666667,0.8776666666666667,0.8923333333333333,0.9851150202976996,0.9854775472317652,0.10744835363103289,0.09314421389843186,0.9562990533838998,0.9566709323022368,0.07863238671723305,0.06433759896890345,0.9439556873976439,0.9311666488647461,0.05349998219807939,0.03883331553141278,0.937999963760376,0.06033329709370927,0.045666630427042665,0.9644448161125183,0.0867781494458516,0.072111482779185,0.9644202589988708,0.08675359233220414,0.07208692566553754,0.9437849812216489,0.06611831455498218,0.05145164788831558
seed_42,corr_source_motion_blur_sev2,15,6000,True,False,False,0.8056666666666666,0.8056666666666666,0.8425,0.9752348420153715,0.9756009678337604,0.16956817534870483,0.13310096783376035,0.9177771554957473,0.9184807044744857,0.1121104888290807,0.07598070447448568,0.9104467356431002,0.8924999833106995,0.08683331664403282,0.049999983310699436,0.8951666355133057,0.08949996884663902,0.05266663551330564,0.9433603286743164,0.13769366200764976,0.10086032867431638,0.943335771560669,0.1376691048940023,0.10083577156066892,0.9070282493209618,0.10136158265429518,0.0645282493209618
seed_42,corr_source_motion_blur_sev3,16,6000,True,False,False,0.6706666666666666,0.6706666666666666,0.7745,0.9601386481802427,0.9601905242654346,0.2894719815135761,0.18569052426543464,0.8223326087523255,0.848675241825012,0.15166594208565887,0.074175241825012,0.8467278425120393,0.8133333325386047,0.1426666658719381,0.03883333253860477,0.8081666827201843,0.1375000160535177,0.03366668272018436,0.9012369513511658,0.23057028468449914,0.1267369513511658,0.9012123942375183,0.23054572757085168,0.12671239423751834,0.8218909279402021,0.1512242612735355,0.047390927940202165
seed_42,corr_source_motion_blur_sev4,17,6000,True,False,False,0.5133333333333333,0.5133333333333333,0.7188333333333333,0.9382410192886216,0.9382410192886216,0.4249076859552883,0.21940768595528826,0.7123038831676315,0.8018550867851665,0.19897054983429818,0.08302175345183316,0.7670935950301526,0.7204999923706055,0.20716665903727216,0.0016666590372721446,0.7036666870117188,0.19033335367838544,0.015166646321614574,0.8513342142105103,0.33800088087717695,0.13250088087717693,0.8513096570968628,0.3379763237635295,0.13247632376352947,0.7205238895205409,0.2071905561872076,0.0016905561872075925
seed_42,corr_source_motion_blur_sev5,18,6000,True,False,False,0.4181666666666667,0.4181666666666667,0.7206666666666667,0.9229940764674207,0.9229940764674207,0.504827409800754,0.20232740980075403,0.6545823135875718,0.7777805191649377,0.2364156469209051,0.057113852498271056,0.7219461096398452,0.6650000214576721,0.24683335479100543,0.05566664520899456,0.6416666507720947,0.22349998410542804,0.07900001589457195,0.822624683380127,0.40445801671346027,0.10195801671346028,0.8226001262664795,0.4044334595998128,0.10193345959981281,0.6547856193037255,0.2366189526370588,0.0658810473629412
seed_42,corr_source_brightness_sev1,19,6000,True,False,False,0.9265,0.9265,0.9335,0.9915966386554622,0.9915966386554622,0.06509663865546222,0.05809663865546222,0.9814802589584124,0.9815955976433027,0.05498025895841241,0.048095597643302734,0.9678929423261791,0.9616666436195374,0.03516664361953736,0.028166643619537357,0.965833306312561,0.039333306312561045,0.03233330631256104,0.9799410700798035,0.05344107007980348,0.04644107007980347,0.979916512966156,0.053416512966156016,0.04641651296615601,0.9672151685772766,0.04071516857727664,0.03371516857727663
seed_42,corr_source_brightness_sev2,20,6000,True,False,False,0.9181666666666667,0.9181666666666667,0.9233333333333333,0.9885367498314228,0.9892608210187795,0.07037008316475613,0.0659274876854462,0.977644970855481,0.9777075166556342,0.05947830418881428,0.05437418332230082,0.9632104176795343,0.9570000171661377,0.03883335049947101,0.033666683832804356,0.9603333473205566,0.042166680653889954,0.0370000139872233,0.976940393447876,0.05877372678120929,0.05360706011454264,0.9769158363342285,0.05874916966756183,0.053582503000895176,0.9630569281753986,0.04489026150873188,0.039723594842065224
seed_42,corr_source_brightness_sev3,21,6000,True,False,False,0.9051666666666667,0.9051666666666667,0.9115,0.9875126560917988,0.9876875914051073,0.08234598942513216,0.07618759140510734,0.9713662510481974,0.9714577675759083,0.06619958438153073,0.059957767575908316,0.9566227594236644,0.9508333206176758,0.045666653951009106,0.039333320617675804,0.953166663646698,0.04799999698003132,0.04166666364669802,0.9729909300804138,0.06782426341374714,0.06149093008041384,0.9729663729667664,0.06779970630009968,0.06146637296676638,0.9586536662349826,0.05348699956831593,0.04715366623498263
seed_42,corr_source_brightness_sev4,22,6000,True,False,False,0.8831666666666667,0.8831666666666667,0.8963333333333333,0.9852866565195333,0.985648841901757,0.10211998985286663,0.08931550856842363,0.958959918240133,0.9602068428660708,0.07579325157346639,0.06387350953273752,0.9445746660422958,0.9331666827201843,0.05000001605351767,0.03683334938685101,0.9348333477973938,0.05166668113072714,0.038500014464060484,0.9644041061401367,0.08123743947347006,0.0680707728068034,0.9643795490264893,0.0812128823598226,0.06804621569315594,0.9456530329936028,0.06248636632693616,0.0493196996602695
seed_42,corr_source_brightness_sev5,23,6000,True,False,False,0.8478333333333333,0.8478333333333333,0.8698333333333333,0.9797653460295868,0.9797918348968747,0.13193201269625343,0.10995850156354137,0.9389222263998962,0.9411025854101345,0.09108889306656287,0.07126925207680113,0.9296397729006453,0.9164999723434448,0.0686666390101115,0.04666663901011148,0.9214999675750732,0.07366663424173991,0.051666634241739895,0.955610990524292,0.10777765719095866,0.08577765719095864,0.9555864334106445,0.1077531000773112,0.08575310007731118,0.9224328487841169,0.07459951545078358,0.05259951545078356
seed_42,corr_source_zoom_blur_sev1,24,6000,True,False,False,0.8063333333333333,0.8063333333333333,0.8505,0.9692492698848995,0.9692492698848995,0.1629159365515661,0.11874926988489942,0.9253485927494208,0.9259891978441847,0.11901525941608748,0.07548919784418462,0.9107911080329026,0.8914999961853027,0.08516666285196939,0.0409999961853027,0.8945000171661377,0.08816668383280435,0.04400001716613766,0.9436429142951965,0.1373095809618632,0.0931429142951965,0.9436183571815491,0.13728502384821573,0.09311835718154904,0.8937778896909435,0.08744455635761017,0.04327788969094348
