dataset,breeds_name,config,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,nonliving26,seed_456,val_source,3.241184,0.000000,0.964000,0.990460,0.996085,0.009540,0.003915,0.036000
breeds,nonliving26,seed_456,val_source,5.810684,0.010100,0.963700,0.985296,0.989615,0.007144,0.002122,0.031417
breeds,nonliving26,seed_456,val_source,6.864963,0.020200,0.961200,0.978210,0.980319,0.005680,0.001733,0.027863
breeds,nonliving26,seed_456,val_source,7.381795,0.030300,0.958300,0.969548,0.970614,0.004997,0.001548,0.024441
breeds,nonliving26,seed_456,val_source,7.776684,0.040400,0.955000,0.960543,0.961128,0.004480,0.001244,0.021155
breeds,nonliving26,seed_456,val_source,8.232370,0.050500,0.949100,0.951492,0.951626,0.003975,0.000942,0.019168
breeds,nonliving26,seed_456,val_source,8.649825,0.060600,0.942200,0.942254,0.941920,0.003558,0.000742,0.017665
breeds,nonliving26,seed_456,val_source,8.981164,0.070700,0.934700,0.932636,0.931835,0.003338,0.000742,0.016450
breeds,nonliving26,seed_456,val_source,9.334938,0.080800,0.926400,0.923266,0.922121,0.002977,0.000541,0.015645
breeds,nonliving26,seed_456,val_source,9.564146,0.090900,0.918300,0.913585,0.912032,0.002780,0.000541,0.014740
breeds,nonliving26,seed_456,val_source,9.762373,0.101000,0.910800,0.903812,0.901943,0.002630,0.000541,0.013456
breeds,nonliving26,seed_456,val_source,9.978994,0.111100,0.902100,0.894056,0.892215,0.002466,0.000338,0.012823
breeds,nonliving26,seed_456,val_source,10.207026,0.121200,0.893200,0.884196,0.882122,0.002358,0.000338,0.012253
breeds,nonliving26,seed_456,val_source,10.378146,0.131300,0.884900,0.874224,0.872029,0.002311,0.000338,0.011391
breeds,nonliving26,seed_456,val_source,10.565778,0.141400,0.875800,0.864179,0.861936,0.002307,0.000338,0.010939
breeds,nonliving26,seed_456,val_source,10.734618,0.151500,0.866500,0.854168,0.851842,0.002281,0.000338,0.010575
breeds,nonliving26,seed_456,val_source,10.896999,0.161600,0.857800,0.844201,0.841749,0.002230,0.000338,0.009894
breeds,nonliving26,seed_456,val_source,11.043142,0.171700,0.848900,0.834169,0.831656,0.002216,0.000338,0.009278
breeds,nonliving26,seed_456,val_source,11.169700,0.181800,0.839800,0.824338,0.821720,0.002079,0.000242,0.008770
breeds,nonliving26,seed_456,val_source,11.302322,0.191900,0.830700,0.814425,0.811624,0.001989,0.000242,0.008257
breeds,nonliving26,seed_456,val_source,11.412671,0.202000,0.821200,0.804419,0.801529,0.001956,0.000242,0.007980
breeds,nonliving26,seed_456,val_source,11.552350,0.212100,0.811700,0.794681,0.791434,0.001751,0.000242,0.007711
breeds,nonliving26,seed_456,val_source,11.654669,0.222200,0.802000,0.784677,0.781339,0.001712,0.000242,0.007531
breeds,nonliving26,seed_456,val_source,11.755994,0.232300,0.792500,0.774719,0.771416,0.001642,0.000129,0.007248
breeds,nonliving26,seed_456,val_source,11.879072,0.242400,0.782400,0.764752,0.761319,0.001576,0.000129,0.007248
breeds,nonliving26,seed_456,val_source,11.989620,0.252500,0.772500,0.754810,0.751222,0.001491,0.000129,0.007248
breeds,nonliving26,seed_456,val_source,12.090422,0.262600,0.762600,0.744750,0.741124,0.001485,0.000129,0.007248
breeds,nonliving26,seed_456,val_source,12.219287,0.272700,0.752900,0.734716,0.731027,0.001460,0.000129,0.007095
breeds,nonliving26,seed_456,val_source,12.309055,0.282800,0.743000,0.724779,0.720930,0.001367,0.000129,0.007087
breeds,nonliving26,seed_456,val_source,12.404109,0.292900,0.733500,0.714738,0.710832,0.001345,0.000129,0.006766
breeds,nonliving26,seed_456,val_source,12.486761,0.303000,0.723400,0.704706,0.700735,0.001316,0.000129,0.006766
breeds,nonliving26,seed_456,val_source,12.592525,0.313100,0.713900,0.694632,0.690637,0.001316,0.000129,0.006520
breeds,nonliving26,seed_456,val_source,12.685464,0.323200,0.704600,0.684559,0.680540,0.001315,0.000129,0.006040
breeds,nonliving26,seed_456,val_source,12.767935,0.333300,0.694700,0.674486,0.670443,0.001315,0.000129,0.005952
breeds,nonliving26,seed_456,val_source,12.862967,0.343400,0.684800,0.664500,0.660515,0.001249,0.000000,0.005923
breeds,nonliving26,seed_456,val_source,12.932614,0.353500,0.674900,0.654425,0.650415,0.001249,0.000000,0.005801
breeds,nonliving26,seed_456,val_source,13.016666,0.363600,0.664800,0.644433,0.640315,0.001184,0.000000,0.005801
breeds,nonliving26,seed_456,val_source,13.091452,0.373700,0.654700,0.634484,0.630215,0.001083,0.000000,0.005801
breeds,nonliving26,seed_456,val_source,13.175705,0.383800,0.644800,0.624406,0.620115,0.001083,0.000000,0.005801
breeds,nonliving26,seed_456,val_source,13.248469,0.393900,0.634900,0.614328,0.610015,0.001083,0.000000,0.005801
breeds,nonliving26,seed_456,val_source,13.320350,0.404000,0.625200,0.604268,0.599915,0.001067,0.000000,0.005698
breeds,nonliving26,seed_456,val_source,13.404269,0.414100,0.615100,0.594189,0.589815,0.001067,0.000000,0.005698
breeds,nonliving26,seed_456,val_source,13.493599,0.424200,0.605200,0.584111,0.579715,0.001067,0.000000,0.005698
breeds,nonliving26,seed_456,val_source,13.577226,0.434300,0.595300,0.574032,0.569615,0.001067,0.000000,0.005582
breeds,nonliving26,seed_456,val_source,13.649268,0.444400,0.585400,0.563962,0.559515,0.001060,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,13.706636,0.454500,0.575300,0.553883,0.549415,0.001060,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,13.771653,0.464600,0.565200,0.543805,0.539315,0.001060,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,13.834416,0.474700,0.555100,0.533751,0.529215,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,13.904318,0.484800,0.545000,0.523672,0.519115,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,13.976455,0.494900,0.535100,0.513593,0.509015,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,14.066467,0.505000,0.525200,0.503514,0.498915,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,14.149191,0.515100,0.515100,0.493435,0.488815,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,14.231291,0.525200,0.505400,0.483356,0.478715,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,14.308967,0.535300,0.495300,0.473277,0.468615,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,14.394444,0.545400,0.485200,0.463198,0.458515,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,14.465434,0.555500,0.475300,0.453119,0.448415,0.001036,0.000000,0.005540
breeds,nonliving26,seed_456,val_source,14.549635,0.565600,0.465600,0.443074,0.438315,0.000997,0.000000,0.005497
breeds,nonliving26,seed_456,val_source,14.632399,0.575700,0.455900,0.432994,0.428215,0.000997,0.000000,0.005181
breeds,nonliving26,seed_456,val_source,14.722035,0.585800,0.445800,0.422987,0.418115,0.000909,0.000000,0.005181
breeds,nonliving26,seed_456,val_source,14.813609,0.595900,0.435900,0.412906,0.408015,0.000909,0.000000,0.005162
breeds,nonliving26,seed_456,val_source,14.900489,0.606000,0.425800,0.402893,0.397915,0.000821,0.000000,0.005162
breeds,nonliving26,seed_456,val_source,14.991461,0.616100,0.415900,0.392926,0.387815,0.000670,0.000000,0.005077
breeds,nonliving26,seed_456,val_source,15.074773,0.626200,0.406200,0.382946,0.377715,0.000527,0.000000,0.004748
breeds,nonliving26,seed_456,val_source,15.176277,0.636300,0.396700,0.372857,0.367615,0.000527,0.000000,0.004114
breeds,nonliving26,seed_456,val_source,15.265078,0.646400,0.386800,0.362868,0.357515,0.000385,0.000000,0.003880
breeds,nonliving26,seed_456,val_source,15.370834,0.656500,0.376700,0.352896,0.347415,0.000209,0.000000,0.003880
breeds,nonliving26,seed_456,val_source,15.459969,0.666600,0.367000,0.342801,0.337315,0.000209,0.000000,0.003593
breeds,nonliving26,seed_456,val_source,15.542664,0.676700,0.357300,0.332705,0.327215,0.000209,0.000000,0.003078
breeds,nonliving26,seed_456,val_source,15.639214,0.686800,0.347200,0.322609,0.317115,0.000209,0.000000,0.003078
breeds,nonliving26,seed_456,val_source,15.749557,0.696900,0.337100,0.312513,0.307015,0.000209,0.000000,0.003078
breeds,nonliving26,seed_456,val_source,15.845819,0.707000,0.327400,0.302418,0.296915,0.000209,0.000000,0.002697
breeds,nonliving26,seed_456,val_source,15.932732,0.717100,0.317300,0.292322,0.286815,0.000209,0.000000,0.002697
breeds,nonliving26,seed_456,val_source,16.025644,0.727200,0.307200,0.282226,0.276715,0.000209,0.000000,0.002697
breeds,nonliving26,seed_456,val_source,16.113361,0.737300,0.297500,0.272240,0.266615,0.000000,0.000000,0.002254
breeds,nonliving26,seed_456,val_source,16.214350,0.747400,0.287400,0.262140,0.256515,0.000000,0.000000,0.002254
breeds,nonliving26,seed_456,val_source,16.319588,0.757500,0.277500,0.252040,0.246415,0.000000,0.000000,0.002024
breeds,nonliving26,seed_456,val_source,16.426497,0.767600,0.267400,0.241940,0.236315,0.000000,0.000000,0.002024
breeds,nonliving26,seed_456,val_source,16.526648,0.777700,0.257700,0.231840,0.226215,0.000000,0.000000,0.001336
breeds,nonliving26,seed_456,val_source,16.645138,0.787800,0.247600,0.221740,0.216115,0.000000,0.000000,0.001336
breeds,nonliving26,seed_456,val_source,16.774975,0.797900,0.237700,0.211640,0.206015,0.000000,0.000000,0.000981
breeds,nonliving26,seed_456,val_source,16.889557,0.808000,0.227600,0.201540,0.195915,0.000000,0.000000,0.000981
breeds,nonliving26,seed_456,val_source,17.025024,0.818100,0.217500,0.191440,0.185815,0.000000,0.000000,0.000981
breeds,nonliving26,seed_456,val_source,17.158148,0.828200,0.207400,0.181340,0.175715,0.000000,0.000000,0.000981
breeds,nonliving26,seed_456,val_source,17.312586,0.838300,0.197300,0.171240,0.165615,0.000000,0.000000,0.000981
breeds,nonliving26,seed_456,val_source,17.435102,0.848400,0.187200,0.161140,0.155515,0.000000,0.000000,0.000981
breeds,nonliving26,seed_456,val_source,17.594643,0.858500,0.177300,0.151040,0.145415,0.000000,0.000000,0.000695
breeds,nonliving26,seed_456,val_source,17.767355,0.868600,0.167200,0.140940,0.135315,0.000000,0.000000,0.000695
breeds,nonliving26,seed_456,val_source,17.961411,0.878700,0.157100,0.130840,0.125215,0.000000,0.000000,0.000695
breeds,nonliving26,seed_456,val_source,18.149153,0.888800,0.147000,0.120740,0.115115,0.000000,0.000000,0.000695
breeds,nonliving26,seed_456,val_source,18.341530,0.898900,0.136900,0.110640,0.105015,0.000000,0.000000,0.000695
breeds,nonliving26,seed_456,val_source,18.568268,0.909000,0.126800,0.100540,0.094915,0.000000,0.000000,0.000695
