dataset,breeds_name,config,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,flows_6,val_source,1.809765,0.000000,0.972200,0.964405,0.956594,0.035595,0.043406,0.027800
breeds,entity13,flows_6,val_source,4.454363,0.010100,0.973700,0.956952,0.957511,0.034621,0.038284,0.022224
breeds,entity13,flows_6,val_source,5.266182,0.020200,0.970200,0.951088,0.955348,0.032816,0.034628,0.019082
breeds,entity13,flows_6,val_source,5.844217,0.030300,0.965100,0.945765,0.952918,0.030695,0.031034,0.016699
breeds,entity13,flows_6,val_source,6.313220,0.040400,0.959000,0.940264,0.948512,0.028622,0.028394,0.014790
breeds,entity13,flows_6,val_source,6.721351,0.050500,0.951700,0.934980,0.941770,0.026390,0.026928,0.013479
breeds,entity13,flows_6,val_source,7.077842,0.060600,0.944200,0.929129,0.935651,0.024412,0.025098,0.012235
breeds,entity13,flows_6,val_source,7.386108,0.070700,0.937100,0.923183,0.930990,0.022443,0.022445,0.010761
breeds,entity13,flows_6,val_source,7.697055,0.080800,0.929000,0.917256,0.924854,0.020419,0.020535,0.009791
breeds,entity13,flows_6,val_source,7.934863,0.090900,0.920300,0.910518,0.918073,0.018797,0.018938,0.009130
breeds,entity13,flows_6,val_source,8.161813,0.101000,0.912000,0.903506,0.910451,0.017291,0.017772,0.008230
breeds,entity13,flows_6,val_source,8.354984,0.111100,0.903500,0.895566,0.902632,0.016273,0.016691,0.007418
breeds,entity13,flows_6,val_source,8.543102,0.121200,0.894000,0.887863,0.895041,0.015096,0.015456,0.007150
breeds,entity13,flows_6,val_source,8.717984,0.131300,0.884700,0.879853,0.886612,0.014068,0.014673,0.006790
breeds,entity13,flows_6,val_source,8.894741,0.141400,0.875200,0.871708,0.878333,0.013095,0.013786,0.006497
breeds,entity13,flows_6,val_source,9.074322,0.151500,0.865500,0.863573,0.870243,0.012093,0.012765,0.006351
breeds,entity13,flows_6,val_source,9.233978,0.161600,0.856800,0.855199,0.861384,0.011209,0.012179,0.005598
breeds,entity13,flows_6,val_source,9.376641,0.171700,0.847700,0.846726,0.852711,0.010364,0.011466,0.005049
