dataset,breeds_name,config,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity30,flows_24,val_source,3.806314,0.000000,0.969200,0.994027,0.996991,0.005973,0.003009,0.030800
breeds,entity30,flows_24,val_source,6.725999,0.010100,0.969700,0.986527,0.989504,0.004721,0.001720,0.025750
breeds,entity30,flows_24,val_source,7.797575,0.020200,0.968200,0.978367,0.980610,0.003780,0.001122,0.021637
breeds,entity30,flows_24,val_source,8.516130,0.030300,0.962900,0.969538,0.970913,0.003163,0.000926,0.019387
breeds,entity30,flows_24,val_source,9.118033,0.040400,0.958000,0.960440,0.961011,0.002674,0.000833,0.016880
breeds,entity30,flows_24,val_source,9.587058,0.050500,0.951500,0.951063,0.951312,0.002322,0.000631,0.015166
breeds,entity30,flows_24,val_source,10.013796,0.060600,0.944800,0.941483,0.941411,0.002070,0.000531,0.013518
breeds,entity30,flows_24,val_source,10.273667,0.070700,0.935700,0.931727,0.931513,0.001908,0.000428,0.013127
breeds,entity30,flows_24,val_source,10.555158,0.080800,0.926600,0.922025,0.921422,0.001712,0.000428,0.012699
breeds,entity30,flows_24,val_source,10.843086,0.090900,0.918500,0.912181,0.911330,0.001591,0.000428,0.011762
breeds,entity30,flows_24,val_source,11.129561,0.101000,0.909800,0.902521,0.901610,0.001364,0.000222,0.011115
breeds,entity30,flows_24,val_source,11.291728,0.111100,0.901500,0.892556,0.891514,0.001304,0.000222,0.010217
breeds,entity30,flows_24,val_source,11.501163,0.121200,0.892600,0.882563,0.881419,0.001257,0.000222,0.009672
breeds,entity30,flows_24,val_source,11.657480,0.131300,0.883500,0.872569,0.871323,0.001211,0.000222,0.009206
breeds,entity30,flows_24,val_source,11.823189,0.141400,0.874400,0.862531,0.861228,0.001189,0.000222,0.008723
breeds,entity30,flows_24,val_source,11.963902,0.151500,0.865300,0.852511,0.851132,0.001156,0.000222,0.008246
breeds,entity30,flows_24,val_source,12.111108,0.161600,0.856000,0.842535,0.841037,0.001096,0.000222,0.007845
breeds,entity30,flows_24,val_source,12.247869,0.171700,0.847100,0.832602,0.830941,0.001009,0.000222,0.007239
breeds,entity30,flows_24,val_source,12.364087,0.181800,0.837400,0.822548,0.820846,0.000993,0.000222,0.007070
breeds,entity30,flows_24,val_source,12.482041,0.191900,0.828100,0.812514,0.810750,0.000964,0.000222,0.006656
breeds,entity30,flows_24,val_source,12.587523,0.202000,0.818400,0.802458,0.800655,0.000949,0.000222,0.006513
breeds,entity30,flows_24,val_source,12.700681,0.212100,0.809300,0.792436,0.790559,0.000912,0.000222,0.005930
breeds,entity30,flows_24,val_source,12.794377,0.222200,0.799200,0.782388,0.780464,0.000890,0.000222,0.005930
breeds,entity30,flows_24,val_source,12.911542,0.232300,0.789900,0.772331,0.770368,0.000874,0.000222,0.005577
breeds,entity30,flows_24,val_source,13.013055,0.242400,0.780400,0.762274,0.760273,0.000858,0.000222,0.005264
breeds,entity30,flows_24,val_source,13.108139,0.252500,0.770300,0.752191,0.750177,0.000858,0.000222,0.005264
breeds,entity30,flows_24,val_source,13.200124,0.262600,0.760600,0.742222,0.740211,0.000780,0.000134,0.005152
breeds,entity30,flows_24,val_source,13.286651,0.272700,0.750700,0.732183,0.730309,0.000749,0.000000,0.005027
breeds,entity30,flows_24,val_source,13.390979,0.282800,0.740600,0.722137,0.720209,0.000722,0.000000,0.005027
breeds,entity30,flows_24,val_source,13.482860,0.292900,0.730700,0.712089,0.710109,0.000696,0.000000,0.005027
breeds,entity30,flows_24,val_source,13.565183,0.303000,0.720800,0.702003,0.700009,0.000696,0.000000,0.004991
breeds,entity30,flows_24,val_source,13.675820,0.313100,0.710700,0.691917,0.689909,0.000696,0.000000,0.004991
breeds,entity30,flows_24,val_source,13.768365,0.323200,0.700800,0.681832,0.679809,0.000696,0.000000,0.004962
breeds,entity30,flows_24,val_source,13.858596,0.333300,0.690700,0.671746,0.669709,0.000696,0.000000,0.004962
breeds,entity30,flows_24,val_source,13.940606,0.343400,0.680600,0.661726,0.659609,0.000645,0.000000,0.004962
breeds,entity30,flows_24,val_source,14.003906,0.353500,0.670700,0.651705,0.649509,0.000594,0.000000,0.004962
breeds,entity30,flows_24,val_source,14.079394,0.363600,0.660600,0.641673,0.639409,0.000550,0.000000,0.004962
breeds,entity30,flows_24,val_source,14.154701,0.373700,0.650700,0.631584,0.629309,0.000550,0.000000,0.004962
breeds,entity30,flows_24,val_source,14.234745,0.383800,0.640800,0.621548,0.619209,0.000508,0.000000,0.004962
breeds,entity30,flows_24,val_source,14.314937,0.393900,0.630900,0.611458,0.609109,0.000508,0.000000,0.004913
breeds,entity30,flows_24,val_source,14.390791,0.404000,0.621200,0.601426,0.599009,0.000459,0.000000,0.004675
breeds,entity30,flows_24,val_source,14.465767,0.414100,0.611100,0.591406,0.588909,0.000398,0.000000,0.004675
breeds,entity30,flows_24,val_source,14.545707,0.424200,0.601400,0.581314,0.578809,0.000398,0.000000,0.004511
breeds,entity30,flows_24,val_source,14.615200,0.434300,0.591500,0.571222,0.568709,0.000398,0.000000,0.004397
breeds,entity30,flows_24,val_source,14.698407,0.444400,0.581400,0.561130,0.558609,0.000398,0.000000,0.004397
breeds,entity30,flows_24,val_source,14.780227,0.454500,0.571700,0.551038,0.548509,0.000398,0.000000,0.004208
breeds,entity30,flows_24,val_source,14.860284,0.464600,0.561800,0.540946,0.538409,0.000398,0.000000,0.004049
breeds,entity30,flows_24,val_source,14.933947,0.474700,0.551700,0.530854,0.528309,0.000398,0.000000,0.004049
breeds,entity30,flows_24,val_source,15.025041,0.484800,0.541600,0.520806,0.518209,0.000356,0.000000,0.004049
breeds,entity30,flows_24,val_source,15.119963,0.494900,0.531500,0.510713,0.508109,0.000356,0.000000,0.004049
breeds,entity30,flows_24,val_source,15.183101,0.505000,0.521800,0.500621,0.498009,0.000356,0.000000,0.004034
breeds,entity30,flows_24,val_source,15.278000,0.515100,0.511700,0.490528,0.487909,0.000356,0.000000,0.004034
breeds,entity30,flows_24,val_source,15.353392,0.525200,0.501800,0.480435,0.477809,0.000356,0.000000,0.003929
breeds,entity30,flows_24,val_source,15.440926,0.535300,0.491900,0.470342,0.467709,0.000356,0.000000,0.003810
breeds,entity30,flows_24,val_source,15.514199,0.545400,0.481800,0.460311,0.457609,0.000288,0.000000,0.003810
breeds,entity30,flows_24,val_source,15.584647,0.555500,0.471900,0.450217,0.447509,0.000288,0.000000,0.003763
breeds,entity30,flows_24,val_source,15.679794,0.565600,0.461800,0.440224,0.437409,0.000172,0.000000,0.003763
breeds,entity30,flows_24,val_source,15.765148,0.575700,0.451900,0.430127,0.427309,0.000172,0.000000,0.003754
breeds,entity30,flows_24,val_source,15.849681,0.585800,0.442000,0.420031,0.417209,0.000172,0.000000,0.003605
breeds,entity30,flows_24,val_source,15.928007,0.595900,0.431900,0.409934,0.407109,0.000172,0.000000,0.003605
breeds,entity30,flows_24,val_source,16.024366,0.606000,0.421800,0.399838,0.397009,0.000172,0.000000,0.003605
breeds,entity30,flows_24,val_source,16.110676,0.616100,0.411900,0.389741,0.386909,0.000172,0.000000,0.003598
breeds,entity30,flows_24,val_source,16.200462,0.626200,0.402000,0.379645,0.376809,0.000172,0.000000,0.003442
breeds,entity30,flows_24,val_source,16.293360,0.636300,0.391900,0.369548,0.366709,0.000172,0.000000,0.003442
breeds,entity30,flows_24,val_source,16.385916,0.646400,0.381800,0.359452,0.356609,0.000172,0.000000,0.003442
breeds,entity30,flows_24,val_source,16.485958,0.656500,0.371900,0.349355,0.346509,0.000172,0.000000,0.003408
breeds,entity30,flows_24,val_source,16.592001,0.666600,0.362000,0.339259,0.336409,0.000172,0.000000,0.003272
breeds,entity30,flows_24,val_source,16.691748,0.676700,0.351900,0.329162,0.326309,0.000172,0.000000,0.003272
breeds,entity30,flows_24,val_source,16.796698,0.686800,0.341800,0.319066,0.316209,0.000172,0.000000,0.003272
breeds,entity30,flows_24,val_source,16.913809,0.696900,0.331900,0.308969,0.306109,0.000172,0.000000,0.003196
breeds,entity30,flows_24,val_source,17.042662,0.707000,0.321800,0.298873,0.296009,0.000172,0.000000,0.003196
breeds,entity30,flows_24,val_source,17.158415,0.717100,0.311700,0.288776,0.285909,0.000172,0.000000,0.003196
breeds,entity30,flows_24,val_source,17.256248,0.727200,0.301800,0.278679,0.275809,0.000172,0.000000,0.003196
breeds,entity30,flows_24,val_source,17.358232,0.737300,0.291700,0.268583,0.265709,0.000172,0.000000,0.003196
breeds,entity30,flows_24,val_source,17.472212,0.747400,0.281800,0.258573,0.255609,0.000000,0.000000,0.003142
breeds,entity30,flows_24,val_source,17.607416,0.757500,0.271900,0.248473,0.245509,0.000000,0.000000,0.002842
breeds,entity30,flows_24,val_source,17.744307,0.767600,0.262000,0.238373,0.235409,0.000000,0.000000,0.002513
breeds,entity30,flows_24,val_source,17.884577,0.777700,0.251900,0.228273,0.225309,0.000000,0.000000,0.002513
breeds,entity30,flows_24,val_source,18.018026,0.787800,0.241800,0.218173,0.215209,0.000000,0.000000,0.002513
breeds,entity30,flows_24,val_source,18.144810,0.797900,0.231900,0.208073,0.205109,0.000000,0.000000,0.002434
breeds,entity30,flows_24,val_source,18.290283,0.808000,0.222000,0.197973,0.195009,0.000000,0.000000,0.001988
breeds,entity30,flows_24,val_source,18.436531,0.818100,0.211900,0.187873,0.184909,0.000000,0.000000,0.001988
breeds,entity30,flows_24,val_source,18.613226,0.828200,0.202000,0.177773,0.174809,0.000000,0.000000,0.001685
breeds,entity30,flows_24,val_source,18.766500,0.838300,0.191900,0.167673,0.164709,0.000000,0.000000,0.001685
breeds,entity30,flows_24,val_source,18.966671,0.848400,0.181800,0.157573,0.154609,0.000000,0.000000,0.001685
breeds,entity30,flows_24,val_source,19.172634,0.858500,0.171900,0.147473,0.144509,0.000000,0.000000,0.001325
breeds,entity30,flows_24,val_source,19.372543,0.868600,0.162000,0.137373,0.134409,0.000000,0.000000,0.000724
breeds,entity30,flows_24,val_source,19.570436,0.878700,0.151900,0.127273,0.124309,0.000000,0.000000,0.000724
breeds,entity30,flows_24,val_source,19.794214,0.888800,0.142000,0.117173,0.114209,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,20.006853,0.898900,0.131900,0.107073,0.104109,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,20.316387,0.909000,0.121800,0.096973,0.094009,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,20.587685,0.919100,0.111700,0.086873,0.083909,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,20.919266,0.929200,0.101600,0.076773,0.073809,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,21.282747,0.939300,0.091500,0.066673,0.063709,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,21.652948,0.949400,0.081400,0.056573,0.053609,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,22.228832,0.959500,0.071300,0.046473,0.043509,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,22.803152,0.969600,0.061200,0.036373,0.033409,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,23.721649,0.979700,0.051100,0.026273,0.023309,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,25.105362,0.989800,0.041000,0.016173,0.013209,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_source,31.866165,0.999900,0.030900,0.006073,0.003109,0.000000,0.000000,0.000000
breeds,entity30,flows_24,val_target,1.520536,0.000000,0.732275,0.917991,0.971464,0.082009,0.028536,0.267725
breeds,entity30,flows_24,val_target,4.339842,0.010096,0.737661,0.916721,0.967364,0.078387,0.025798,0.262636
breeds,entity30,flows_24,val_target,4.822538,0.020198,0.741482,0.914578,0.961652,0.075134,0.023824,0.258238
breeds,entity30,flows_24,val_target,5.156724,0.030301,0.745499,0.912219,0.955696,0.071924,0.021934,0.253647
breeds,entity30,flows_24,val_target,5.452954,0.040403,0.748944,0.910163,0.949493,0.068488,0.020133,0.249260
breeds,entity30,flows_24,val_target,5.697922,0.050499,0.752526,0.907630,0.942556,0.065234,0.018684,0.244706
breeds,entity30,flows_24,val_target,5.916778,0.060602,0.755153,0.904651,0.935166,0.062144,0.017441,0.240562
breeds,entity30,flows_24,val_target,6.111213,0.070704,0.757742,0.901361,0.927592,0.059154,0.016270,0.236350
breeds,entity30,flows_24,val_target,6.297400,0.080807,0.759514,0.898047,0.920165,0.056112,0.014994,0.232489
breeds,entity30,flows_24,val_target,6.468553,0.090903,0.761240,0.894174,0.912052,0.053313,0.014070,0.228566
breeds,entity30,flows_24,val_target,6.630688,0.101005,0.763231,0.889859,0.903920,0.050693,0.013132,0.224411
breeds,entity30,flows_24,val_target,6.787397,0.111108,0.764263,0.885434,0.895797,0.048075,0.012168,0.220697
breeds,entity30,flows_24,val_target,6.935317,0.121210,0.765178,0.880557,0.887260,0.045655,0.011417,0.216967
breeds,entity30,flows_24,val_target,7.084700,0.131306,0.766177,0.875751,0.878767,0.043141,0.010627,0.213102
breeds,entity30,flows_24,val_target,7.233097,0.141408,0.766612,0.870745,0.870130,0.040680,0.009898,0.209472
breeds,entity30,flows_24,val_target,7.373829,0.151511,0.767280,0.865284,0.861152,0.038429,0.009354,0.205619
breeds,entity30,flows_24,val_target,7.508646,0.161613,0.767637,0.859480,0.852381,0.036329,0.008673,0.201860
breeds,entity30,flows_24,val_target,7.632854,0.171716,0.767579,0.853223,0.843228,0.034451,0.008205,0.198255
breeds,entity30,flows_24,val_target,7.761237,0.181812,0.767592,0.847074,0.834237,0.032464,0.007631,0.194525
breeds,entity30,flows_24,val_target,7.891737,0.191914,0.766923,0.840801,0.824977,0.030500,0.007206,0.191121
breeds,entity30,flows_24,val_target,8.010941,0.202017,0.766009,0.834030,0.815689,0.028799,0.006786,0.187786
breeds,entity30,flows_24,val_target,8.134473,0.212119,0.764925,0.827096,0.806348,0.027157,0.006390,0.184467
breeds,entity30,flows_24,val_target,8.257652,0.222215,0.763640,0.820153,0.796877,0.025483,0.006071,0.181193
breeds,entity30,flows_24,val_target,8.376885,0.232317,0.762738,0.812995,0.787465,0.023901,0.005702,0.177592
breeds,entity30,flows_24,val_target,8.496625,0.242420,0.761408,0.805501,0.778002,0.022498,0.005355,0.174171
breeds,entity30,flows_24,val_target,8.618064,0.252522,0.759092,0.797950,0.768450,0.021096,0.005059,0.171312
breeds,entity30,flows_24,val_target,8.732615,0.262618,0.756873,0.790160,0.758827,0.019821,0.004808,0.168321
breeds,entity30,flows_24,val_target,8.844661,0.272721,0.754245,0.782046,0.749102,0.018729,0.004615,0.165520
breeds,entity30,flows_24,val_target,8.952041,0.282823,0.751799,0.773885,0.739349,0.017639,0.004437,0.162514
breeds,entity30,flows_24,val_target,9.062193,0.292926,0.749444,0.765577,0.729695,0.016622,0.004183,0.159355
breeds,entity30,flows_24,val_target,9.171248,0.303028,0.746790,0.757188,0.720102,0.015634,0.003878,0.156321
breeds,entity30,flows_24,val_target,9.280749,0.313124,0.744169,0.748677,0.710451,0.014710,0.003611,0.153179
breeds,entity30,flows_24,val_target,9.391524,0.323227,0.741100,0.739984,0.700714,0.013888,0.003395,0.150269
breeds,entity30,flows_24,val_target,9.498909,0.333329,0.737654,0.731234,0.690893,0.013084,0.003236,0.147537
