dataset,breeds_name,config,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,nonliving26,flows_24,val_source,3.241184,0.000000,0.964000,0.990915,0.998498,0.009085,0.001502,0.036000
breeds,nonliving26,flows_24,val_source,5.810684,0.010100,0.963700,0.985751,0.990405,0.006685,0.000504,0.031417
breeds,nonliving26,flows_24,val_source,6.864963,0.020200,0.961200,0.978694,0.980507,0.005201,0.000406,0.027863
breeds,nonliving26,flows_24,val_source,7.381795,0.030300,0.958300,0.969986,0.970605,0.004537,0.000308,0.024441
breeds,nonliving26,flows_24,val_source,7.776684,0.040400,0.955000,0.960840,0.960511,0.004088,0.000308,0.021155
breeds,nonliving26,flows_24,val_source,8.232370,0.050500,0.949100,0.951742,0.950417,0.003603,0.000308,0.019168
breeds,nonliving26,flows_24,val_source,8.649825,0.060600,0.942200,0.942420,0.940703,0.003228,0.000106,0.017665
breeds,nonliving26,flows_24,val_source,8.981164,0.070700,0.934700,0.932925,0.930605,0.002938,0.000106,0.016450
breeds,nonliving26,flows_24,val_source,9.334938,0.080800,0.926400,0.923590,0.920702,0.002554,0.000000,0.015645
breeds,nonliving26,flows_24,val_source,9.564146,0.090900,0.918300,0.913749,0.910602,0.002440,0.000000,0.014740
breeds,nonliving26,flows_24,val_source,9.762373,0.101000,0.910800,0.903802,0.900502,0.002382,0.000000,0.013456
breeds,nonliving26,flows_24,val_source,9.978994,0.111100,0.902100,0.894009,0.890402,0.002237,0.000000,0.012823
breeds,nonliving26,flows_24,val_source,10.207026,0.121200,0.893200,0.884100,0.880302,0.002154,0.000000,0.012253
breeds,nonliving26,flows_24,val_source,10.378146,0.131300,0.884900,0.874194,0.870202,0.002067,0.000000,0.011391
breeds,nonliving26,flows_24,val_source,10.565778,0.141400,0.875800,0.864228,0.860102,0.002013,0.000000,0.010939
breeds,nonliving26,flows_24,val_source,10.734618,0.151500,0.866500,0.854333,0.850002,0.001917,0.000000,0.010575
breeds,nonliving26,flows_24,val_source,10.896999,0.161600,0.857800,0.844393,0.839902,0.001844,0.000000,0.009894
breeds,nonliving26,flows_24,val_source,11.043142,0.171700,0.848900,0.834520,0.829802,0.001729,0.000000,0.009278
breeds,nonliving26,flows_24,val_source,11.169700,0.181800,0.839800,0.824479,0.819702,0.001715,0.000000,0.008770
