dataset,breeds_name,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,corr_source_fog_sev3,6.630249,0.323077,0.785231,0.700093,0.767461,0.152680,0.133128,0.069968
breeds,entity13,corr_source_fog_sev3,6.729112,0.333231,0.778769,0.698711,0.764811,0.148427,0.129528,0.068266
breeds,entity13,corr_source_fog_sev3,6.825015,0.343231,0.774923,0.695392,0.762658,0.145600,0.125526,0.064652
breeds,entity13,corr_source_fog_sev3,6.929569,0.353385,0.767538,0.695106,0.760862,0.140256,0.121034,0.063345
breeds,entity13,corr_source_fog_sev3,7.036891,0.363538,0.762000,0.694642,0.759962,0.134882,0.115696,0.060752
breeds,entity13,corr_source_fog_sev3,7.123924,0.373538,0.756308,0.690501,0.757032,0.132358,0.111900,0.058434
breeds,entity13,corr_source_fog_sev3,7.226425,0.383692,0.750769,0.688654,0.754515,0.127800,0.107548,0.055639
breeds,entity13,corr_source_fog_sev3,7.311972,0.393846,0.744615,0.685553,0.751281,0.124123,0.103641,0.053299
breeds,entity13,corr_source_fog_sev3,7.428460,0.403846,0.738615,0.683243,0.747797,0.119756,0.099915,0.050786
breeds,entity13,corr_source_fog_sev3,7.550614,0.414000,0.733077,0.681796,0.742711,0.114402,0.097322,0.047656
breeds,entity13,corr_source_fog_sev3,7.652690,0.424154,0.726308,0.678377,0.737110,0.110571,0.095085,0.045394
breeds,entity13,corr_source_fog_sev3,7.766377,0.434154,0.719077,0.675383,0.730962,0.106335,0.093361,0.043737
breeds,entity13,corr_source_fog_sev3,7.875877,0.444308,0.714462,0.672192,0.727102,0.102012,0.089404,0.039856
breeds,entity13,corr_source_fog_sev3,7.978087,0.454462,0.705538,0.667706,0.722275,0.098716,0.086186,0.039084
breeds,entity13,corr_source_fog_sev3,8.074131,0.464462,0.697692,0.663623,0.718937,0.095035,0.081576,0.038098
breeds,entity13,corr_source_fog_sev3,8.167022,0.474615,0.689692,0.658644,0.713158,0.091947,0.078989,0.036735
breeds,entity13,corr_source_fog_sev3,8.267179,0.484769,0.682000,0.656433,0.709024,0.086051,0.074703,0.035234
breeds,entity13,corr_source_fog_sev3,8.377082,0.494769,0.675692,0.653557,0.703851,0.080705,0.071405,0.032278
breeds,entity13,corr_source_fog_sev3,8.474748,0.504923,0.668923,0.648984,0.697120,0.076723,0.069412,0.029457
breeds,entity13,corr_source_fog_sev3,8.589082,0.514923,0.659538,0.643644,0.690780,0.073501,0.067071,0.028963
breeds,entity13,corr_source_fog_sev3,8.676835,0.525077,0.651231,0.636725,0.686187,0.071667,0.062651,0.028055
breeds,entity13,corr_source_fog_sev3,8.774094,0.535231,0.643231,0.630749,0.678008,0.068738,0.061895,0.026438
breeds,entity13,corr_source_fog_sev3,8.873889,0.545231,0.635385,0.624782,0.669510,0.065815,0.061605,0.024637
breeds,entity13,corr_source_fog_sev3,8.965457,0.555385,0.627692,0.617664,0.662333,0.063905,0.059663,0.022414
breeds,entity13,corr_source_fog_sev3,9.079996,0.565538,0.619692,0.610440,0.654140,0.062026,0.058801,0.020480
breeds,entity13,corr_source_fog_sev3,9.191972,0.575538,0.611538,0.603931,0.647927,0.059376,0.055725,0.018834
breeds,entity13,corr_source_fog_sev3,9.298128,0.585692,0.602615,0.596810,0.642388,0.057171,0.051522,0.017751
breeds,entity13,corr_source_fog_sev3,9.417456,0.595846,0.593077,0.590537,0.637248,0.053805,0.046614,0.017306
breeds,entity13,corr_source_fog_sev3,9.542354,0.605846,0.584000,0.586633,0.629619,0.047438,0.044788,0.016634
breeds,entity13,corr_source_fog_sev3,9.647042,0.616000,0.574769,0.579548,0.622139,0.044696,0.042492,0.016026
breeds,entity13,corr_source_fog_sev3,9.752479,0.626154,0.566154,0.571547,0.613585,0.043031,0.041506,0.014239
breeds,entity13,corr_source_fog_sev3,9.846864,0.636154,0.556462,0.563152,0.605575,0.042008,0.039912,0.014015
breeds,entity13,corr_source_fog_sev3,9.979013,0.646308,0.547231,0.555990,0.598770,0.038984,0.036323,0.013391
breeds,entity13,corr_source_fog_sev3,10.103188,0.656462,0.537385,0.548534,0.589852,0.036210,0.035599,0.013193
breeds,entity13,corr_source_fog_sev3,10.214234,0.666462,0.528308,0.540045,0.581821,0.035031,0.033713,0.012284
breeds,entity13,corr_source_fog_sev3,10.346477,0.676615,0.519077,0.532108,0.573650,0.032703,0.031707,0.011374
breeds,entity13,corr_source_fog_sev3,10.464642,0.686615,0.510000,0.523910,0.565107,0.030871,0.030394,0.010264
breeds,entity13,corr_source_fog_sev3,10.590027,0.696769,0.501385,0.515125,0.555730,0.029648,0.030130,0.008118
breeds,entity13,corr_source_fog_sev3,10.700225,0.706923,0.491846,0.505670,0.547751,0.029484,0.027464,0.007345
breeds,entity13,corr_source_fog_sev3,10.828739,0.716923,0.481846,0.497836,0.538394,0.026699,0.027298,0.007345
breeds,entity13,corr_source_fog_sev3,10.943447,0.727077,0.471692,0.488861,0.529489,0.025532,0.026027,0.007345
breeds,entity13,corr_source_fog_sev3,11.062253,0.737231,0.461538,0.480088,0.520670,0.023891,0.024492,0.007345
breeds,entity13,corr_source_fog_sev3,11.179093,0.747231,0.451538,0.471282,0.511938,0.022475,0.022953,0.007345
breeds,entity13,corr_source_fog_sev3,11.291165,0.757385,0.441385,0.461831,0.502250,0.021966,0.022953,0.007345
breeds,entity13,corr_source_fog_sev3,11.450325,0.767538,0.431538,0.452881,0.493282,0.020337,0.021405,0.007345
breeds,entity13,corr_source_fog_sev3,11.571688,0.777538,0.422154,0.444009,0.484360,0.018717,0.019945,0.007345
breeds,entity13,corr_source_fog_sev3,11.701201,0.787692,0.412615,0.434235,0.474619,0.018717,0.019926,0.006522
breeds,entity13,corr_source_fog_sev3,11.832178,0.797846,0.403385,0.425377,0.465723,0.016452,0.017816,0.004539
breeds,entity13,corr_source_fog_sev3,11.982713,0.807846,0.393692,0.416655,0.456994,0.013981,0.015435,0.003814
breeds,entity13,corr_source_fog_sev3,12.130065,0.818000,0.384154,0.407088,0.447510,0.013152,0.014456,0.002471
breeds,entity13,corr_source_fog_sev3,12.292274,0.828154,0.374308,0.397279,0.437650,0.012924,0.014456,0.001751
breeds,entity13,corr_source_fog_sev3,12.467027,0.838154,0.364615,0.387538,0.427939,0.012924,0.014456,0.000896
breeds,entity13,corr_source_fog_sev3,12.626423,0.848308,0.354462,0.378196,0.418780,0.011113,0.012146,0.000896
breeds,entity13,corr_source_fog_sev3,12.826099,0.858308,0.344462,0.368528,0.409166,0.010725,0.011640,0.000896
breeds,entity13,corr_source_fog_sev3,12.979549,0.868462,0.334308,0.358592,0.399248,0.010725,0.011640,0.000896
breeds,entity13,corr_source_fog_sev3,13.156026,0.878615,0.324154,0.348776,0.389492,0.010230,0.010976,0.000896
breeds,entity13,corr_source_fog_sev3,13.422800,0.888615,0.314154,0.339036,0.379787,0.009978,0.010638,0.000896
breeds,entity13,corr_source_fog_sev3,13.604612,0.898769,0.304308,0.329085,0.369849,0.009978,0.010638,0.000000
breeds,entity13,corr_source_fog_sev3,13.846739,0.908923,0.294154,0.319134,0.359911,0.009978,0.010638,0.000000
breeds,entity13,corr_source_fog_sev3,14.100327,0.918923,0.284154,0.309334,0.350124,0.009978,0.010638,0.000000
breeds,entity13,corr_source_fog_sev3,14.358826,0.929077,0.274000,0.299406,0.340233,0.009815,0.010309,0.000000
breeds,entity13,corr_source_fog_sev3,14.729374,0.939231,0.263846,0.289858,0.330728,0.006467,0.006696,0.000000
breeds,entity13,corr_source_fog_sev3,15.159139,0.949231,0.253846,0.279987,0.320862,0.006467,0.006696,0.000000
breeds,entity13,corr_source_fog_sev3,15.501757,0.959385,0.243692,0.269965,0.310846,0.006467,0.006667,0.000000
breeds,entity13,corr_source_fog_sev3,15.968204,0.969538,0.233538,0.260091,0.300984,0.004018,0.004098,0.000000
breeds,entity13,corr_source_fog_sev3,16.454575,0.979538,0.223538,0.250172,0.291066,0.004018,0.004098,0.000000
breeds,entity13,corr_source_fog_sev3,17.408360,0.989692,0.213385,0.240182,0.281080,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev3,24.637945,0.999846,0.203231,0.230029,0.270926,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev4,1.094348,0.000000,0.760615,0.719410,0.679399,0.280590,0.320601,0.239385
breeds,entity13,corr_source_fog_sev4,2.286385,0.010000,0.765385,0.717732,0.685679,0.279221,0.315617,0.234343
breeds,entity13,corr_source_fog_sev4,2.685475,0.020154,0.769692,0.716142,0.691697,0.277745,0.310636,0.229392
breeds,entity13,corr_source_fog_sev4,2.944839,0.030154,0.774154,0.714330,0.696927,0.276388,0.305987,0.224266
breeds,entity13,corr_source_fog_sev4,3.166770,0.040308,0.778154,0.712523,0.699791,0.274963,0.302442,0.219301
breeds,entity13,corr_source_fog_sev4,3.353894,0.050462,0.780923,0.709985,0.706002,0.273893,0.297059,0.214772
breeds,entity13,corr_source_fog_sev4,3.492804,0.060462,0.783846,0.707788,0.712589,0.272656,0.291394,0.210251
breeds,entity13,corr_source_fog_sev4,3.607661,0.070615,0.785077,0.704108,0.718118,0.272151,0.286140,0.206389
breeds,entity13,corr_source_fog_sev4,3.722355,0.080769,0.786615,0.700180,0.720533,0.271771,0.282464,0.202275
breeds,entity13,corr_source_fog_sev4,3.834481,0.090769,0.790462,0.696682,0.724595,0.271185,0.277838,0.196888
breeds,entity13,corr_source_fog_sev4,3.944782,0.100923,0.792000,0.695604,0.728917,0.269200,0.272925,0.192643
breeds,entity13,corr_source_fog_sev4,4.068617,0.111077,0.791692,0.695426,0.732284,0.266664,0.268437,0.189273
breeds,entity13,corr_source_fog_sev4,4.166257,0.121077,0.793692,0.693262,0.733205,0.265240,0.265279,0.184667
breeds,entity13,corr_source_fog_sev4,4.280023,0.131231,0.797077,0.692592,0.735982,0.262882,0.260937,0.179033
breeds,entity13,corr_source_fog_sev4,4.374896,0.141385,0.797385,0.689653,0.736460,0.261789,0.257832,0.175058
breeds,entity13,corr_source_fog_sev4,4.460763,0.151385,0.796615,0.687471,0.741635,0.260268,0.251929,0.171682
breeds,entity13,corr_source_fog_sev4,4.556179,0.161538,0.796923,0.686294,0.744724,0.258066,0.247083,0.167492
breeds,entity13,corr_source_fog_sev4,4.646961,0.171538,0.798615,0.684495,0.747442,0.256232,0.242389,0.162488
breeds,entity13,corr_source_fog_sev4,4.741407,0.181692,0.798308,0.683862,0.749837,0.253594,0.237730,0.158459
breeds,entity13,corr_source_fog_sev4,4.824461,0.191846,0.797077,0.681846,0.753399,0.251745,0.232231,0.154871
breeds,entity13,corr_source_fog_sev4,4.903645,0.201846,0.797538,0.679743,0.755546,0.249953,0.227531,0.150347
breeds,entity13,corr_source_fog_sev4,4.985815,0.212000,0.797846,0.677908,0.758505,0.247895,0.222143,0.145646
breeds,entity13,corr_source_fog_sev4,5.087560,0.222154,0.796308,0.678863,0.758070,0.243990,0.218795,0.142009
breeds,entity13,corr_source_fog_sev4,5.182329,0.232154,0.793385,0.679379,0.757528,0.240320,0.215486,0.139223
breeds,entity13,corr_source_fog_sev4,5.273645,0.242308,0.794308,0.678710,0.758226,0.237281,0.211212,0.133807
breeds,entity13,corr_source_fog_sev4,5.359085,0.252462,0.793077,0.678641,0.759402,0.233759,0.206503,0.129603
breeds,entity13,corr_source_fog_sev4,5.445129,0.262462,0.792615,0.678045,0.760686,0.230553,0.201653,0.124922
breeds,entity13,corr_source_fog_sev4,5.547366,0.272615,0.790769,0.678753,0.761965,0.226305,0.196609,0.120956
breeds,entity13,corr_source_fog_sev4,5.643435,0.282769,0.791385,0.679175,0.759898,0.222136,0.193755,0.115187
breeds,entity13,corr_source_fog_sev4,5.728370,0.292769,0.788769,0.677572,0.759856,0.219341,0.189455,0.111595
breeds,entity13,corr_source_fog_sev4,5.803977,0.302923,0.785385,0.677172,0.760352,0.215540,0.184575,0.108341
breeds,entity13,corr_source_fog_sev4,5.903807,0.313077,0.782615,0.677776,0.759055,0.210895,0.180857,0.104591
breeds,entity13,corr_source_fog_sev4,5.999679,0.323077,0.778769,0.678771,0.757951,0.205889,0.176958,0.101453
breeds,entity13,corr_source_fog_sev4,6.085859,0.333231,0.774154,0.678038,0.756344,0.201960,0.173243,0.098985
breeds,entity13,corr_source_fog_sev4,6.164277,0.343231,0.770615,0.676505,0.756412,0.198590,0.168217,0.095550
breeds,entity13,corr_source_fog_sev4,6.256042,0.353385,0.769385,0.676098,0.754425,0.194171,0.164543,0.090109
breeds,entity13,corr_source_fog_sev4,6.347050,0.363538,0.765077,0.674580,0.753238,0.190485,0.160123,0.086957
breeds,entity13,corr_source_fog_sev4,6.447709,0.373538,0.759385,0.674043,0.752693,0.185972,0.155133,0.084846
breeds,entity13,corr_source_fog_sev4,6.534420,0.383692,0.755692,0.672082,0.750192,0.182390,0.151480,0.081007
breeds,entity13,corr_source_fog_sev4,6.661769,0.393846,0.751385,0.673698,0.747480,0.175736,0.147879,0.077586
breeds,entity13,corr_source_fog_sev4,6.747975,0.403846,0.745385,0.672411,0.743105,0.171376,0.145643,0.075574
breeds,entity13,corr_source_fog_sev4,6.843647,0.414000,0.740769,0.670851,0.742479,0.167013,0.140036,0.072065
breeds,entity13,corr_source_fog_sev4,6.961290,0.424154,0.736769,0.670743,0.742819,0.161235,0.133394,0.068109
breeds,entity13,corr_source_fog_sev4,7.075648,0.434154,0.731692,0.670456,0.739772,0.155502,0.129607,0.064928
breeds,entity13,corr_source_fog_sev4,7.194339,0.444308,0.725846,0.669778,0.736721,0.149818,0.125584,0.062206
breeds,entity13,corr_source_fog_sev4,7.296745,0.454462,0.720308,0.667180,0.732257,0.145680,0.122707,0.059222
breeds,entity13,corr_source_fog_sev4,7.403295,0.464462,0.714000,0.666036,0.729524,0.140133,0.118214,0.056571
breeds,entity13,corr_source_fog_sev4,7.502486,0.474615,0.708154,0.665068,0.726417,0.134099,0.113792,0.053833
breeds,entity13,corr_source_fog_sev4,7.611810,0.484769,0.701385,0.663478,0.722321,0.128431,0.110155,0.051351
breeds,entity13,corr_source_fog_sev4,7.699556,0.494769,0.695077,0.659896,0.718502,0.124622,0.106218,0.049011
breeds,entity13,corr_source_fog_sev4,7.802423,0.504923,0.687692,0.657387,0.713985,0.119456,0.102705,0.047205
breeds,entity13,corr_source_fog_sev4,7.904819,0.514923,0.681385,0.654586,0.708934,0.114499,0.099721,0.044234
breeds,entity13,corr_source_fog_sev4,7.997699,0.525077,0.675231,0.650941,0.703300,0.110094,0.097094,0.041140
breeds,entity13,corr_source_fog_sev4,8.118159,0.535231,0.668769,0.647494,0.698247,0.105284,0.093727,0.038067
breeds,entity13,corr_source_fog_sev4,8.227033,0.545231,0.662462,0.643892,0.693539,0.100565,0.089971,0.034844
breeds,entity13,corr_source_fog_sev4,8.301074,0.555385,0.653846,0.639147,0.687355,0.096779,0.087561,0.033793
breeds,entity13,corr_source_fog_sev4,8.392983,0.565538,0.645846,0.634385,0.680517,0.092835,0.085791,0.032155
breeds,entity13,corr_source_fog_sev4,8.497971,0.575538,0.637077,0.629570,0.677308,0.088915,0.079812,0.031250
breeds,entity13,corr_source_fog_sev4,8.626817,0.585692,0.629385,0.624865,0.672010,0.084519,0.075909,0.029238
breeds,entity13,corr_source_fog_sev4,8.727897,0.595846,0.620462,0.618137,0.665699,0.082403,0.073061,0.028495
breeds,entity13,corr_source_fog_sev4,8.845098,0.605846,0.611692,0.614391,0.661194,0.076561,0.067945,0.027424
breeds,entity13,corr_source_fog_sev4,8.957159,0.616000,0.603385,0.608330,0.655948,0.073255,0.063350,0.025979
breeds,entity13,corr_source_fog_sev4,9.063574,0.626154,0.595692,0.604105,0.649547,0.067316,0.060052,0.023256
breeds,entity13,corr_source_fog_sev4,9.178905,0.636154,0.587538,0.598933,0.642503,0.062532,0.057641,0.021528
breeds,entity13,corr_source_fog_sev4,9.285630,0.646308,0.579538,0.592268,0.636248,0.059395,0.053783,0.019130
breeds,entity13,corr_source_fog_sev4,9.446624,0.656462,0.570615,0.586828,0.628318,0.054290,0.052137,0.017691
breeds,entity13,corr_source_fog_sev4,9.556416,0.666462,0.561231,0.578773,0.621898,0.053001,0.048333,0.017495
breeds,entity13,corr_source_fog_sev4,9.683647,0.676615,0.552615,0.571580,0.613724,0.050087,0.046789,0.015670
breeds,entity13,corr_source_fog_sev4,9.805539,0.686615,0.543538,0.564103,0.606358,0.047660,0.044080,0.014340
breeds,entity13,corr_source_fog_sev4,9.919279,0.696769,0.534615,0.556302,0.597727,0.045377,0.043045,0.013065
breeds,entity13,corr_source_fog_sev4,10.053258,0.706923,0.525692,0.549543,0.589656,0.041157,0.040984,0.011524
breeds,entity13,corr_source_fog_sev4,10.199524,0.716923,0.516615,0.542081,0.582086,0.038129,0.038138,0.010304
breeds,entity13,corr_source_fog_sev4,10.315732,0.727077,0.507077,0.534877,0.574108,0.034142,0.035571,0.009387
breeds,entity13,corr_source_fog_sev4,10.435111,0.737231,0.497231,0.525863,0.565325,0.033293,0.034337,0.009368
breeds,entity13,corr_source_fog_sev4,10.596381,0.747231,0.487538,0.517219,0.556446,0.031928,0.033478,0.008834
breeds,entity13,corr_source_fog_sev4,10.712372,0.757385,0.477385,0.507935,0.547168,0.031471,0.033074,0.008834
breeds,entity13,corr_source_fog_sev4,10.855371,0.767538,0.467538,0.498440,0.538671,0.031428,0.030956,0.008834
breeds,entity13,corr_source_fog_sev4,10.957611,0.777538,0.458154,0.489998,0.530107,0.029341,0.029119,0.008136
breeds,entity13,corr_source_fog_sev4,11.117241,0.787692,0.448308,0.481647,0.521004,0.026496,0.028037,0.007703
breeds,entity13,corr_source_fog_sev4,11.235938,0.797846,0.438154,0.472397,0.511687,0.025592,0.027376,0.007703
breeds,entity13,corr_source_fog_sev4,11.384043,0.807846,0.428462,0.463057,0.503628,0.025207,0.023751,0.007703
breeds,entity13,corr_source_fog_sev4,11.520372,0.818000,0.419231,0.454687,0.494199,0.021713,0.023083,0.005724
breeds,entity13,corr_source_fog_sev4,11.693687,0.828154,0.409385,0.445966,0.485599,0.018828,0.019928,0.005324
breeds,entity13,corr_source_fog_sev4,11.871660,0.838154,0.399692,0.436510,0.475997,0.018310,0.019928,0.004647
breeds,entity13,corr_source_fog_sev4,12.111498,0.848308,0.389846,0.426904,0.466363,0.017730,0.019547,0.003933
breeds,entity13,corr_source_fog_sev4,12.301859,0.858308,0.380154,0.418074,0.457703,0.014853,0.016199,0.003046
breeds,entity13,corr_source_fog_sev4,12.485820,0.868462,0.370000,0.408427,0.448135,0.014069,0.015222,0.003046
breeds,entity13,corr_source_fog_sev4,12.663227,0.878615,0.360462,0.398684,0.438442,0.013554,0.014599,0.001189
breeds,entity13,corr_source_fog_sev4,12.855900,0.888615,0.350462,0.388956,0.428734,0.013554,0.014599,0.001189
breeds,entity13,corr_source_fog_sev4,13.076763,0.898769,0.340308,0.379077,0.418877,0.013554,0.014599,0.001189
breeds,entity13,corr_source_fog_sev4,13.309884,0.908923,0.330462,0.369198,0.409019,0.013554,0.014599,0.000000
breeds,entity13,corr_source_fog_sev4,13.533542,0.918923,0.320462,0.359469,0.399516,0.013554,0.013333,0.000000
breeds,entity13,corr_source_fog_sev4,13.818155,0.929077,0.310308,0.350351,0.390307,0.008197,0.008584,0.000000
breeds,entity13,corr_source_fog_sev4,14.169932,0.939231,0.300154,0.340363,0.380327,0.008197,0.008584,0.000000
breeds,entity13,corr_source_fog_sev4,14.475152,0.949231,0.290154,0.330527,0.370499,0.008197,0.008584,0.000000
breeds,entity13,corr_source_fog_sev4,14.933080,0.959385,0.280000,0.320930,0.360930,0.003398,0.003534,0.000000
breeds,entity13,corr_source_fog_sev4,15.375105,0.969538,0.269846,0.311052,0.351063,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev4,16.017199,0.979538,0.259846,0.301052,0.341063,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev4,16.970293,0.989692,0.249692,0.290898,0.330909,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev4,25.242647,0.999846,0.239538,0.280744,0.320755,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev5,0.884021,0.000000,0.632154,0.559205,0.489777,0.440795,0.510223,0.367846
breeds,entity13,corr_source_fog_sev5,1.717928,0.010000,0.640615,0.558966,0.503284,0.440318,0.503505,0.362238
breeds,entity13,corr_source_fog_sev5,2.007413,0.020154,0.646769,0.559940,0.514140,0.439202,0.498001,0.357670
breeds,entity13,corr_source_fog_sev5,2.207488,0.030154,0.654615,0.562714,0.519192,0.437146,0.495376,0.352102
breeds,entity13,corr_source_fog_sev5,2.369996,0.040308,0.659538,0.563186,0.529472,0.436235,0.489971,0.348028
breeds,entity13,corr_source_fog_sev5,2.504962,0.050462,0.665077,0.563767,0.536282,0.435246,0.486278,0.343487
breeds,entity13,corr_source_fog_sev5,2.628109,0.060462,0.669846,0.567121,0.548915,0.432772,0.479409,0.339283
breeds,entity13,corr_source_fog_sev5,2.726066,0.070615,0.674462,0.566761,0.554717,0.432232,0.476063,0.335042
breeds,entity13,corr_source_fog_sev5,2.840826,0.080769,0.678769,0.567539,0.566290,0.431060,0.469503,0.330823
breeds,entity13,corr_source_fog_sev5,2.952848,0.090769,0.683231,0.571580,0.577740,0.428079,0.462871,0.326565
breeds,entity13,corr_source_fog_sev5,3.046532,0.100923,0.686615,0.570467,0.586826,0.427886,0.457399,0.322724
