dataset,breeds_name,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,corr_source_fog_sev1,0.848936,0.000000,0.877692,0.874185,0.847518,0.125815,0.152482,0.122308
breeds,entity13,corr_source_fog_sev1,3.339929,0.010000,0.880000,0.871292,0.850953,0.123496,0.147237,0.117309
breeds,entity13,corr_source_fog_sev1,3.743299,0.020154,0.884308,0.865220,0.856034,0.122693,0.140989,0.111163
breeds,entity13,corr_source_fog_sev1,4.023214,0.030154,0.888462,0.859545,0.858158,0.121729,0.136192,0.105013
breeds,entity13,corr_source_fog_sev1,4.283847,0.040308,0.889385,0.854126,0.859807,0.120549,0.131483,0.100337
breeds,entity13,corr_source_fog_sev1,4.533492,0.050462,0.888769,0.849762,0.862601,0.118790,0.126072,0.096403
breeds,entity13,corr_source_fog_sev1,4.718712,0.060462,0.889231,0.844679,0.862014,0.117437,0.122404,0.091847
breeds,entity13,corr_source_fog_sev1,4.944366,0.070615,0.890462,0.842183,0.861994,0.114601,0.118290,0.086741
breeds,entity13,corr_source_fog_sev1,5.109216,0.080769,0.889231,0.838358,0.863482,0.112424,0.113264,0.082804
breeds,entity13,corr_source_fog_sev1,5.266387,0.090769,0.888154,0.834131,0.862013,0.110486,0.109818,0.078836
breeds,entity13,corr_source_fog_sev1,5.440482,0.100923,0.886308,0.830126,0.861474,0.108314,0.105711,0.075094
breeds,entity13,corr_source_fog_sev1,5.618267,0.111077,0.882615,0.826744,0.860774,0.105742,0.101601,0.072343
breeds,entity13,corr_source_fog_sev1,5.785536,0.121077,0.880308,0.824427,0.858425,0.102575,0.098405,0.068742
breeds,entity13,corr_source_fog_sev1,5.937179,0.131231,0.878154,0.820642,0.855419,0.100108,0.095441,0.064979
breeds,entity13,corr_source_fog_sev1,6.068027,0.141385,0.874769,0.816467,0.853581,0.097810,0.091727,0.061795
breeds,entity13,corr_source_fog_sev1,6.209127,0.151385,0.871538,0.813138,0.848541,0.095033,0.089885,0.058504
breeds,entity13,corr_source_fog_sev1,6.330559,0.161538,0.868154,0.809158,0.844761,0.092501,0.087173,0.055229
breeds,entity13,corr_source_fog_sev1,6.497709,0.171538,0.862462,0.807172,0.841143,0.088782,0.084374,0.053276
breeds,entity13,corr_source_fog_sev1,6.632782,0.181692,0.857538,0.802806,0.837372,0.086347,0.081521,0.050761
breeds,entity13,corr_source_fog_sev1,6.772359,0.191846,0.854462,0.798974,0.834595,0.083520,0.077981,0.047003
breeds,entity13,corr_source_fog_sev1,6.882460,0.201846,0.850308,0.794110,0.830185,0.081349,0.075456,0.043914
breeds,entity13,corr_source_fog_sev1,7.013798,0.212000,0.843231,0.791453,0.826404,0.077641,0.072385,0.042553
breeds,entity13,corr_source_fog_sev1,7.151361,0.222154,0.838000,0.787206,0.820337,0.074857,0.070703,0.039945
breeds,entity13,corr_source_fog_sev1,7.276340,0.232154,0.832000,0.782576,0.815824,0.072335,0.068051,0.037861
breeds,entity13,corr_source_fog_sev1,7.395218,0.242308,0.825846,0.778484,0.810526,0.069304,0.065758,0.035678
breeds,entity13,corr_source_fog_sev1,7.536674,0.252462,0.820000,0.774469,0.806925,0.066140,0.062268,0.033320
breeds,entity13,corr_source_fog_sev1,7.679692,0.262462,0.812154,0.770717,0.802715,0.062801,0.059187,0.032225
breeds,entity13,corr_source_fog_sev1,7.816405,0.272615,0.804462,0.765515,0.799353,0.060273,0.055345,0.031085
breeds,entity13,corr_source_fog_sev1,7.940797,0.282769,0.797077,0.760726,0.793226,0.057387,0.053321,0.029519
breeds,entity13,corr_source_fog_sev1,8.052376,0.292769,0.789538,0.755981,0.787293,0.054483,0.051200,0.028169
breeds,entity13,corr_source_fog_sev1,8.180037,0.302923,0.781846,0.750883,0.781897,0.051650,0.048532,0.026843
breeds,entity13,corr_source_fog_sev1,8.298713,0.313077,0.774154,0.745564,0.776709,0.048894,0.045635,0.025498
breeds,entity13,corr_source_fog_sev1,8.418208,0.323077,0.766000,0.740401,0.770096,0.046044,0.043808,0.024545
breeds,entity13,corr_source_fog_sev1,8.553691,0.333231,0.758923,0.733935,0.763167,0.043980,0.042057,0.022565
breeds,entity13,corr_source_fog_sev1,8.667539,0.343231,0.750769,0.728046,0.757921,0.041520,0.039078,0.021526
breeds,entity13,corr_source_fog_sev1,8.768811,0.353385,0.743077,0.720941,0.751578,0.039814,0.036745,0.019934
breeds,entity13,corr_source_fog_sev1,8.894463,0.363538,0.734769,0.715402,0.746354,0.036824,0.033458,0.018813
breeds,entity13,corr_source_fog_sev1,9.031732,0.373538,0.725692,0.709999,0.739274,0.033743,0.031662,0.018364
breeds,entity13,corr_source_fog_sev1,9.169796,0.383692,0.716462,0.704589,0.732369,0.030450,0.029548,0.017915
breeds,entity13,corr_source_fog_sev1,9.264159,0.393846,0.707846,0.696654,0.725769,0.029130,0.027112,0.016984
breeds,entity13,corr_source_fog_sev1,9.379472,0.403846,0.698769,0.690202,0.717409,0.026643,0.026190,0.016516
breeds,entity13,corr_source_fog_sev1,9.487330,0.414000,0.689538,0.681998,0.708867,0.025441,0.025269,0.016015
breeds,entity13,corr_source_fog_sev1,9.600562,0.424154,0.682462,0.673643,0.700907,0.024328,0.023810,0.013615
breeds,entity13,corr_source_fog_sev1,9.698519,0.434154,0.673385,0.665671,0.693194,0.022965,0.022210,0.013043
breeds,entity13,corr_source_fog_sev1,9.820739,0.444308,0.664154,0.656973,0.685269,0.022075,0.020610,0.012359
breeds,entity13,corr_source_fog_sev1,9.915948,0.454462,0.654923,0.648943,0.675969,0.020540,0.020211,0.011765
breeds,entity13,corr_source_fog_sev1,10.009426,0.464462,0.646769,0.639450,0.666374,0.020449,0.020211,0.010324
breeds,entity13,corr_source_fog_sev1,10.131076,0.474615,0.637231,0.630835,0.658501,0.019380,0.018430,0.009852
breeds,entity13,corr_source_fog_sev1,10.241800,0.484769,0.628000,0.622464,0.649607,0.018032,0.017570,0.009254
breeds,entity13,corr_source_fog_sev1,10.327200,0.494769,0.618923,0.613425,0.640623,0.017438,0.016913,0.008500
breeds,entity13,corr_source_fog_sev1,10.422505,0.504923,0.610000,0.604504,0.631649,0.016551,0.016068,0.007444
breeds,entity13,corr_source_fog_sev1,10.548696,0.514923,0.600615,0.596586,0.623517,0.014746,0.014474,0.006918
breeds,entity13,corr_source_fog_sev1,10.647959,0.525077,0.591385,0.588041,0.614032,0.013367,0.014080,0.006139
breeds,entity13,corr_source_fog_sev1,10.746924,0.535231,0.582462,0.579503,0.604854,0.011920,0.013338,0.004947
breeds,entity13,corr_source_fog_sev1,10.843865,0.545231,0.572462,0.570339,0.596126,0.011264,0.012232,0.004947
breeds,entity13,corr_source_fog_sev1,10.961687,0.555385,0.562615,0.560876,0.586332,0.010744,0.012107,0.004744
breeds,entity13,corr_source_fog_sev1,11.076275,0.565538,0.552769,0.551589,0.577056,0.009997,0.011380,0.004511
breeds,entity13,corr_source_fog_sev1,11.167183,0.575538,0.542769,0.542083,0.567388,0.009651,0.011256,0.004511
breeds,entity13,corr_source_fog_sev1,11.259282,0.585692,0.532923,0.532215,0.558087,0.009543,0.010503,0.004444
breeds,entity13,corr_source_fog_sev1,11.357645,0.595846,0.522769,0.522463,0.549192,0.009285,0.009210,0.004444
breeds,entity13,corr_source_fog_sev1,11.452195,0.605846,0.512769,0.513652,0.539872,0.008013,0.008580,0.004444
breeds,entity13,corr_source_fog_sev1,11.560906,0.616000,0.502615,0.503888,0.530346,0.007717,0.007990,0.004444
breeds,entity13,corr_source_fog_sev1,11.652138,0.626154,0.492462,0.494109,0.521061,0.007425,0.007045,0.004444
breeds,entity13,corr_source_fog_sev1,11.737103,0.636154,0.482769,0.484570,0.511483,0.006995,0.006658,0.004444
breeds,entity13,corr_source_fog_sev1,11.843964,0.646308,0.472615,0.475336,0.502495,0.005896,0.005202,0.004444
breeds,entity13,corr_source_fog_sev1,11.962341,0.656462,0.462462,0.465442,0.492699,0.005693,0.004835,0.004444
breeds,entity13,corr_source_fog_sev1,12.064521,0.666462,0.452462,0.456005,0.483272,0.005019,0.004121,0.004444
breeds,entity13,corr_source_fog_sev1,12.169574,0.676615,0.442308,0.446059,0.473712,0.004856,0.003332,0.004444
breeds,entity13,corr_source_fog_sev1,12.268674,0.686615,0.432308,0.436889,0.464643,0.003686,0.001952,0.004444
breeds,entity13,corr_source_fog_sev1,12.377206,0.696769,0.422462,0.427166,0.454808,0.003099,0.001493,0.004444
breeds,entity13,corr_source_fog_sev1,12.471697,0.706923,0.412615,0.417226,0.444684,0.002841,0.001493,0.004444
breeds,entity13,corr_source_fog_sev1,12.572791,0.716923,0.403231,0.407283,0.434714,0.002841,0.001493,0.003757
breeds,entity13,corr_source_fog_sev1,12.686766,0.727077,0.393077,0.397187,0.424591,0.002841,0.001493,0.003757
breeds,entity13,corr_source_fog_sev1,12.789737,0.737231,0.382923,0.387178,0.414657,0.002674,0.001131,0.003757
breeds,entity13,corr_source_fog_sev1,12.916858,0.747231,0.373231,0.377595,0.404680,0.001957,0.001131,0.003536
breeds,entity13,corr_source_fog_sev1,13.022386,0.757385,0.363077,0.367898,0.394801,0.001097,0.000611,0.003536
breeds,entity13,corr_source_fog_sev1,13.140437,0.767538,0.352923,0.357766,0.384660,0.001097,0.000611,0.003536
breeds,entity13,corr_source_fog_sev1,13.269757,0.777538,0.342923,0.347788,0.374672,0.001097,0.000611,0.003536
breeds,entity13,corr_source_fog_sev1,13.402129,0.787692,0.333692,0.337657,0.364530,0.001097,0.000611,0.002152
breeds,entity13,corr_source_fog_sev1,13.531996,0.797846,0.323538,0.327525,0.354389,0.001097,0.000611,0.002152
breeds,entity13,corr_source_fog_sev1,13.668772,0.807846,0.313846,0.317547,0.344401,0.001097,0.000611,0.001537
breeds,entity13,corr_source_fog_sev1,13.813443,0.818000,0.303692,0.307415,0.334260,0.001097,0.000611,0.001537
breeds,entity13,corr_source_fog_sev1,13.949479,0.828154,0.293538,0.297284,0.324118,0.001097,0.000611,0.001537
breeds,entity13,corr_source_fog_sev1,14.120702,0.838154,0.283538,0.287394,0.314131,0.000824,0.000611,0.001537
breeds,entity13,corr_source_fog_sev1,14.268268,0.848308,0.273385,0.277257,0.303989,0.000824,0.000611,0.001537
breeds,entity13,corr_source_fog_sev1,14.421120,0.858308,0.263692,0.267273,0.294001,0.000824,0.000611,0.001046
breeds,entity13,corr_source_fog_sev1,14.571117,0.868462,0.253538,0.257136,0.283860,0.000824,0.000611,0.001046
breeds,entity13,corr_source_fog_sev1,14.744812,0.878615,0.243385,0.246999,0.273718,0.000824,0.000611,0.001046
breeds,entity13,corr_source_fog_sev1,14.897191,0.888615,0.233692,0.237016,0.263731,0.000824,0.000611,0.000000
breeds,entity13,corr_source_fog_sev1,15.116576,0.898769,0.223538,0.226878,0.253589,0.000824,0.000611,0.000000
breeds,entity13,corr_source_fog_sev1,15.343275,0.908923,0.213385,0.216891,0.243559,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,15.562412,0.918923,0.203385,0.206891,0.233559,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,15.778340,0.929077,0.193231,0.196738,0.223405,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,16.056129,0.939231,0.183077,0.186584,0.213252,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,16.402908,0.949231,0.173077,0.176584,0.203252,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,16.681955,0.959385,0.162923,0.166430,0.193098,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,17.153746,0.969538,0.152769,0.156276,0.182944,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,17.892839,0.979538,0.142769,0.146276,0.172944,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,18.767082,0.989692,0.132615,0.136122,0.162790,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev1,24.833597,0.999846,0.122462,0.125968,0.152636,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev2,0.929434,0.000000,0.844154,0.836178,0.801843,0.163822,0.198157,0.155846
breeds,entity13,corr_source_fog_sev2,3.025028,0.010000,0.850462,0.832601,0.804718,0.162233,0.193656,0.149184
breeds,entity13,corr_source_fog_sev2,3.447302,0.020154,0.853538,0.828011,0.809098,0.161075,0.188246,0.143979
breeds,entity13,corr_source_fog_sev2,3.684175,0.030154,0.855231,0.822201,0.814836,0.160575,0.182074,0.139435
breeds,entity13,corr_source_fog_sev2,3.962177,0.040308,0.859231,0.818573,0.817728,0.158874,0.177203,0.133536
breeds,entity13,corr_source_fog_sev2,4.197470,0.050462,0.859846,0.815113,0.818912,0.157049,0.173128,0.129294
breeds,entity13,corr_source_fog_sev2,4.383444,0.060462,0.862154,0.811022,0.823438,0.155576,0.167240,0.124120
breeds,entity13,corr_source_fog_sev2,4.509982,0.070615,0.861538,0.805541,0.825259,0.154761,0.162625,0.120304
breeds,entity13,corr_source_fog_sev2,4.671407,0.080769,0.861846,0.802095,0.823291,0.152822,0.159969,0.115983
breeds,entity13,corr_source_fog_sev2,4.819512,0.090769,0.861692,0.799062,0.825739,0.150672,0.154883,0.111844
breeds,entity13,corr_source_fog_sev2,4.958229,0.100923,0.859846,0.794498,0.826856,0.149265,0.150364,0.108469
breeds,entity13,corr_source_fog_sev2,5.075737,0.111077,0.860462,0.790257,0.829176,0.147644,0.145065,0.103669
breeds,entity13,corr_source_fog_sev2,5.209793,0.121077,0.860923,0.787049,0.830420,0.145460,0.140319,0.098897
breeds,entity13,corr_source_fog_sev2,5.343470,0.131231,0.860000,0.784969,0.832369,0.142513,0.134994,0.094741
breeds,entity13,corr_source_fog_sev2,5.474298,0.141385,0.858462,0.781351,0.833344,0.140392,0.130109,0.090844
breeds,entity13,corr_source_fog_sev2,5.607105,0.151385,0.858000,0.780861,0.832235,0.136444,0.126404,0.086248
breeds,entity13,corr_source_fog_sev2,5.727605,0.161538,0.854615,0.778341,0.828775,0.133544,0.123943,0.083226
breeds,entity13,corr_source_fog_sev2,5.856393,0.171538,0.853231,0.775969,0.828021,0.130552,0.119859,0.079094
breeds,entity13,corr_source_fog_sev2,6.019818,0.181692,0.849231,0.776057,0.826344,0.125914,0.116167,0.076330
breeds,entity13,corr_source_fog_sev2,6.124576,0.191846,0.846154,0.774450,0.825049,0.122208,0.112146,0.072897
breeds,entity13,corr_source_fog_sev2,6.236096,0.201846,0.843846,0.770672,0.821218,0.119842,0.109686,0.068979
breeds,entity13,corr_source_fog_sev2,6.378859,0.212000,0.839231,0.768494,0.819062,0.116325,0.106025,0.066380
breeds,entity13,corr_source_fog_sev2,6.508205,0.222154,0.836154,0.764991,0.815853,0.113568,0.102944,0.062673
breeds,entity13,corr_source_fog_sev2,6.613564,0.232154,0.830462,0.761166,0.812332,0.111026,0.100066,0.060649
breeds,entity13,corr_source_fog_sev2,6.721878,0.242308,0.824923,0.757445,0.810178,0.108269,0.096128,0.058465
breeds,entity13,corr_source_fog_sev2,6.829837,0.252462,0.820308,0.754032,0.807243,0.105231,0.092605,0.055567
breeds,entity13,corr_source_fog_sev2,6.949352,0.262462,0.817077,0.750986,0.803974,0.101944,0.089298,0.051731
breeds,entity13,corr_source_fog_sev2,7.052123,0.272615,0.811231,0.747938,0.798967,0.098482,0.087006,0.049492
breeds,entity13,corr_source_fog_sev2,7.180658,0.282769,0.804154,0.745454,0.797651,0.094530,0.082077,0.048017
breeds,entity13,corr_source_fog_sev2,7.302934,0.292769,0.799385,0.742155,0.793650,0.091129,0.078997,0.045020
breeds,entity13,corr_source_fog_sev2,7.435698,0.302923,0.792308,0.740019,0.788934,0.086705,0.076247,0.043421
breeds,entity13,corr_source_fog_sev2,7.557631,0.313077,0.786154,0.737401,0.782934,0.082502,0.074350,0.041209
breeds,entity13,corr_source_fog_sev2,7.659686,0.323077,0.780769,0.733028,0.776564,0.079564,0.072767,0.038322
breeds,entity13,corr_source_fog_sev2,7.769350,0.333231,0.772462,0.729167,0.772164,0.076057,0.069561,0.037563
breeds,entity13,corr_source_fog_sev2,7.873489,0.343231,0.765231,0.723931,0.765187,0.073588,0.068318,0.036066
breeds,entity13,corr_source_fog_sev2,7.993753,0.353385,0.758462,0.718895,0.760239,0.070786,0.065366,0.033975
breeds,entity13,corr_source_fog_sev2,8.114234,0.363538,0.750769,0.714944,0.753632,0.067042,0.063622,0.032632
breeds,entity13,corr_source_fog_sev2,8.227490,0.373538,0.743538,0.709509,0.748042,0.064469,0.061118,0.030860
breeds,entity13,corr_source_fog_sev2,8.325541,0.383692,0.736769,0.703639,0.741519,0.062056,0.059179,0.028586
breeds,entity13,corr_source_fog_sev2,8.442410,0.393846,0.728462,0.697351,0.735064,0.059906,0.057120,0.027567
breeds,entity13,corr_source_fog_sev2,8.540533,0.403846,0.720000,0.690878,0.729992,0.057953,0.053944,0.026797
breeds,entity13,corr_source_fog_sev2,8.662989,0.414000,0.712615,0.684346,0.723831,0.055867,0.051473,0.024882
breeds,entity13,corr_source_fog_sev2,8.765665,0.424154,0.705231,0.678447,0.718074,0.053158,0.048563,0.022970
breeds,entity13,corr_source_fog_sev2,8.873895,0.434154,0.697077,0.672770,0.712197,0.050277,0.045778,0.021716
breeds,entity13,corr_source_fog_sev2,9.001014,0.444308,0.689077,0.667025,0.705695,0.047229,0.043328,0.020171
breeds,entity13,corr_source_fog_sev2,9.104298,0.454462,0.680462,0.661081,0.699514,0.044249,0.040493,0.019144
breeds,entity13,corr_source_fog_sev2,9.213250,0.464462,0.671692,0.654227,0.691157,0.042138,0.039715,0.018375
breeds,entity13,corr_source_fog_sev2,9.321217,0.474615,0.662154,0.647308,0.684034,0.039874,0.037599,0.017981
breeds,entity13,corr_source_fog_sev2,9.416023,0.484769,0.653231,0.638873,0.676165,0.038993,0.036122,0.017114
breeds,entity13,corr_source_fog_sev2,9.535938,0.494769,0.643846,0.631947,0.668117,0.036722,0.034906,0.016949
breeds,entity13,corr_source_fog_sev2,9.662809,0.504923,0.634308,0.624328,0.660832,0.034915,0.032724,0.016765
breeds,entity13,corr_source_fog_sev2,9.756811,0.514923,0.625846,0.616747,0.652285,0.033141,0.031901,0.015438
breeds,entity13,corr_source_fog_sev2,9.855558,0.525077,0.616308,0.608743,0.643971,0.031586,0.030646,0.015142
breeds,entity13,corr_source_fog_sev2,9.948346,0.535231,0.607385,0.599798,0.636395,0.030976,0.028542,0.014182
breeds,entity13,corr_source_fog_sev2,10.041327,0.545231,0.598308,0.592121,0.626975,0.029104,0.028532,0.013418
breeds,entity13,corr_source_fog_sev2,10.136812,0.555385,0.589692,0.582730,0.618375,0.028910,0.027436,0.012086
breeds,entity13,corr_source_fog_sev2,10.241070,0.565538,0.579846,0.574161,0.609942,0.027762,0.026096,0.012010
breeds,entity13,corr_source_fog_sev2,10.316652,0.575538,0.570769,0.565752,0.602158,0.026542,0.024101,0.011091
breeds,entity13,corr_source_fog_sev2,10.426530,0.585692,0.560923,0.557745,0.593318,0.024601,0.023106,0.011054
breeds,entity13,corr_source_fog_sev2,10.520347,0.595846,0.551077,0.548390,0.584466,0.024231,0.022076,0.010906
breeds,entity13,corr_source_fog_sev2,10.628801,0.605846,0.542000,0.539985,0.575385,0.022823,0.021471,0.010074
breeds,entity13,corr_source_fog_sev2,10.742358,0.616000,0.532769,0.530754,0.565843,0.022224,0.021242,0.009123
breeds,entity13,corr_source_fog_sev2,10.840023,0.626154,0.523231,0.521419,0.557287,0.021733,0.019682,0.008430
breeds,entity13,corr_source_fog_sev2,10.938386,0.636154,0.513846,0.512230,0.547681,0.021216,0.019682,0.007845
breeds,entity13,corr_source_fog_sev2,11.027436,0.646308,0.504308,0.502901,0.538352,0.020659,0.019081,0.007228
breeds,entity13,corr_source_fog_sev2,11.113573,0.656462,0.494769,0.494103,0.529504,0.019296,0.017743,0.006684
breeds,entity13,corr_source_fog_sev2,11.214276,0.666462,0.484769,0.484976,0.520268,0.018566,0.017130,0.006684
breeds,entity13,corr_source_fog_sev2,11.327557,0.676615,0.475231,0.476101,0.511662,0.017172,0.015274,0.006176
breeds,entity13,corr_source_fog_sev2,11.463751,0.686615,0.465538,0.467082,0.502137,0.016154,0.015005,0.005862
breeds,entity13,corr_source_fog_sev2,11.589155,0.696769,0.455692,0.457619,0.493326,0.015555,0.013292,0.005462
breeds,entity13,corr_source_fog_sev2,11.713804,0.706923,0.445538,0.449640,0.485018,0.012384,0.010604,0.005462
breeds,entity13,corr_source_fog_sev2,11.822191,0.716923,0.436154,0.440537,0.475957,0.011238,0.009320,0.004834
breeds,entity13,corr_source_fog_sev2,11.922659,0.727077,0.426308,0.430972,0.466459,0.010577,0.008465,0.004355
breeds,entity13,corr_source_fog_sev2,12.041902,0.737231,0.416462,0.421325,0.456477,0.010022,0.008465,0.004096
breeds,entity13,corr_source_fog_sev2,12.166301,0.747231,0.406769,0.411645,0.446894,0.009784,0.007975,0.003552
breeds,entity13,corr_source_fog_sev2,12.305669,0.757385,0.396923,0.401820,0.436902,0.009516,0.007975,0.003064
breeds,entity13,corr_source_fog_sev2,12.421043,0.767538,0.386769,0.392043,0.426910,0.009121,0.007975,0.003064
breeds,entity13,corr_source_fog_sev2,12.557971,0.777538,0.376769,0.382464,0.417070,0.008585,0.007975,0.003064
breeds,entity13,corr_source_fog_sev2,12.672477,0.787692,0.366615,0.372577,0.407196,0.008368,0.007698,0.003064
breeds,entity13,corr_source_fog_sev2,12.830983,0.797846,0.356462,0.362831,0.397340,0.007779,0.007348,0.003064
breeds,entity13,corr_source_fog_sev2,12.953845,0.807846,0.346462,0.352986,0.387487,0.007779,0.007348,0.003064
breeds,entity13,corr_source_fog_sev2,13.088623,0.818000,0.336308,0.343440,0.377754,0.006544,0.006601,0.003064
breeds,entity13,corr_source_fog_sev2,13.230708,0.828154,0.327077,0.333419,0.367734,0.006544,0.006601,0.001784
breeds,entity13,corr_source_fog_sev2,13.393671,0.838154,0.317077,0.323550,0.357866,0.006544,0.006601,0.001784
breeds,entity13,corr_source_fog_sev2,13.553223,0.848308,0.306923,0.313529,0.347846,0.006544,0.006601,0.001784
breeds,entity13,corr_source_fog_sev2,13.729641,0.858308,0.296923,0.303903,0.338054,0.005685,0.006336,0.001784
breeds,entity13,corr_source_fog_sev2,13.870592,0.868462,0.286769,0.294264,0.328495,0.004168,0.004561,0.001784
breeds,entity13,corr_source_fog_sev2,14.093861,0.878615,0.276923,0.284195,0.318434,0.004168,0.004561,0.001188
breeds,entity13,corr_source_fog_sev2,14.285889,0.888615,0.267231,0.274396,0.308664,0.003638,0.003937,0.000000
breeds,entity13,corr_source_fog_sev2,14.483293,0.898769,0.257077,0.264507,0.298806,0.002695,0.002869,0.000000
breeds,entity13,corr_source_fog_sev2,14.690173,0.908923,0.246923,0.254408,0.288711,0.002695,0.002869,0.000000
breeds,entity13,corr_source_fog_sev2,14.904029,0.918923,0.236923,0.244462,0.278768,0.002695,0.002869,0.000000
breeds,entity13,corr_source_fog_sev2,15.219112,0.929077,0.226769,0.234453,0.268772,0.002059,0.002169,0.000000
breeds,entity13,corr_source_fog_sev2,15.525087,0.939231,0.216615,0.224341,0.258662,0.002059,0.002169,0.000000
breeds,entity13,corr_source_fog_sev2,15.846233,0.949231,0.206615,0.214591,0.248926,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev2,16.276291,0.959385,0.196462,0.204438,0.238772,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev2,16.768593,0.969538,0.186308,0.194284,0.228618,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev2,17.329466,0.979538,0.176308,0.184284,0.218618,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev2,18.197264,0.989692,0.166154,0.174130,0.208464,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev2,25.055651,0.999846,0.156000,0.163976,0.198311,0.000000,0.000000,0.000000
breeds,entity13,corr_source_fog_sev3,1.021837,0.000000,0.796923,0.770125,0.729228,0.229875,0.270772,0.203077
breeds,entity13,corr_source_fog_sev3,2.557206,0.010000,0.800769,0.768112,0.734616,0.228163,0.265736,0.198104
breeds,entity13,corr_source_fog_sev3,3.008520,0.020154,0.804462,0.765792,0.737014,0.226530,0.262084,0.193123
breeds,entity13,corr_source_fog_sev3,3.257958,0.030154,0.809231,0.761292,0.741575,0.226030,0.257280,0.187500
breeds,entity13,corr_source_fog_sev3,3.472394,0.040308,0.813538,0.757161,0.744744,0.225284,0.253060,0.181949
breeds,entity13,corr_source_fog_sev3,3.674336,0.050462,0.817231,0.754443,0.751010,0.223777,0.247121,0.176604
breeds,entity13,corr_source_fog_sev3,3.823478,0.060462,0.819231,0.751119,0.755634,0.222606,0.241968,0.172098
breeds,entity13,corr_source_fog_sev3,3.997515,0.070615,0.821077,0.749047,0.760092,0.220690,0.236751,0.167494
breeds,entity13,corr_source_fog_sev3,4.130496,0.080769,0.823231,0.746159,0.762798,0.219176,0.232371,0.162678
breeds,entity13,corr_source_fog_sev3,4.247348,0.090769,0.823692,0.741777,0.766922,0.218497,0.227159,0.158687
breeds,entity13,corr_source_fog_sev3,4.383197,0.100923,0.825538,0.740356,0.773347,0.216108,0.220505,0.153807
breeds,entity13,corr_source_fog_sev3,4.504643,0.111077,0.825538,0.736560,0.775842,0.215000,0.215909,0.149879
breeds,entity13,corr_source_fog_sev3,4.595634,0.121077,0.826615,0.733419,0.779877,0.213545,0.210381,0.145232
breeds,entity13,corr_source_fog_sev3,4.731700,0.131231,0.824769,0.733230,0.780524,0.210305,0.206624,0.142199
breeds,entity13,corr_source_fog_sev3,4.857021,0.141385,0.826000,0.733858,0.782465,0.206514,0.202025,0.137251
breeds,entity13,corr_source_fog_sev3,4.950165,0.151385,0.824923,0.730989,0.782744,0.204746,0.198349,0.133563
breeds,entity13,corr_source_fog_sev3,5.079017,0.161538,0.825846,0.729997,0.784135,0.201762,0.193866,0.128577
breeds,entity13,corr_source_fog_sev3,5.166191,0.171538,0.826308,0.726688,0.788310,0.200159,0.187652,0.123863
breeds,entity13,corr_source_fog_sev3,5.282634,0.181692,0.825077,0.725344,0.784585,0.197260,0.186052,0.119925
breeds,entity13,corr_source_fog_sev3,5.363765,0.191846,0.825385,0.722240,0.784821,0.195377,0.181961,0.114960
breeds,entity13,corr_source_fog_sev3,5.456595,0.201846,0.824615,0.720028,0.786224,0.192946,0.177098,0.110619
breeds,entity13,corr_source_fog_sev3,5.570509,0.212000,0.823077,0.719517,0.787632,0.189313,0.172043,0.106599
breeds,entity13,corr_source_fog_sev3,5.673959,0.222154,0.822769,0.717931,0.788020,0.186277,0.167513,0.101641
breeds,entity13,corr_source_fog_sev3,5.762856,0.232154,0.819231,0.716833,0.786490,0.182907,0.164179,0.098778
breeds,entity13,corr_source_fog_sev3,5.855152,0.242308,0.814308,0.714386,0.785717,0.180272,0.160188,0.096571
breeds,entity13,corr_source_fog_sev3,5.938652,0.252462,0.810000,0.712543,0.784305,0.177162,0.156518,0.093859
breeds,entity13,corr_source_fog_sev3,6.034247,0.262462,0.807692,0.710877,0.784374,0.173913,0.151814,0.090094
breeds,entity13,corr_source_fog_sev3,6.138064,0.272615,0.804308,0.710057,0.782975,0.169926,0.147915,0.086717
breeds,entity13,corr_source_fog_sev3,6.250850,0.282769,0.803077,0.708914,0.781823,0.166050,0.143733,0.081707
breeds,entity13,corr_source_fog_sev3,6.356855,0.292769,0.799538,0.706928,0.778694,0.162731,0.140908,0.078295
breeds,entity13,corr_source_fog_sev3,6.457552,0.302923,0.795846,0.704660,0.775733,0.159446,0.137801,0.074768
breeds,entity13,corr_source_fog_sev3,6.553226,0.313077,0.789692,0.702969,0.772473,0.155642,0.134820,0.073012
