dataset,breeds_name,testset,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,nonliving26,imagenet_val_source,0.464231,0.593846,0.552113,0.547836,0.000679,0.000000,0.008421
breeds,nonliving26,imagenet_val_source,0.474231,0.583846,0.542126,0.537836,0.000679,0.000000,0.008421
breeds,nonliving26,imagenet_val_source,0.484615,0.575000,0.531756,0.527452,0.000679,0.000000,0.007413
breeds,nonliving26,imagenet_val_source,0.494615,0.565000,0.521770,0.517452,0.000679,0.000000,0.007413
breeds,nonliving26,imagenet_val_source,0.504615,0.555769,0.511783,0.507452,0.000679,0.000000,0.006918
breeds,nonliving26,imagenet_val_source,0.514615,0.545769,0.502455,0.497452,0.000000,0.000000,0.006918
breeds,nonliving26,imagenet_val_source,0.525000,0.535385,0.492071,0.487067,0.000000,0.000000,0.006918
breeds,nonliving26,imagenet_val_source,0.535000,0.525385,0.482071,0.477067,0.000000,0.000000,0.006918
breeds,nonliving26,imagenet_val_source,0.545000,0.515385,0.472071,0.467067,0.000000,0.000000,0.006918
breeds,nonliving26,imagenet_val_source,0.555000,0.506154,0.462071,0.457067,0.000000,0.000000,0.006908
breeds,nonliving26,imagenet_val_source,0.565385,0.496538,0.451686,0.446682,0.000000,0.000000,0.006087
breeds,nonliving26,imagenet_val_source,0.575385,0.486538,0.441686,0.436682,0.000000,0.000000,0.006087
breeds,nonliving26,imagenet_val_source,0.585385,0.477308,0.431686,0.426682,0.000000,0.000000,0.005535
breeds,nonliving26,imagenet_val_source,0.595385,0.468077,0.421686,0.416682,0.000000,0.000000,0.004753
breeds,nonliving26,imagenet_val_source,0.605769,0.457692,0.411302,0.406298,0.000000,0.000000,0.004753
breeds,nonliving26,imagenet_val_source,0.615769,0.448462,0.401302,0.396298,0.000000,0.000000,0.003922
breeds,nonliving26,imagenet_val_source,0.625769,0.439231,0.391302,0.386298,0.000000,0.000000,0.003024
breeds,nonliving26,imagenet_val_source,0.635769,0.429231,0.381302,0.376298,0.000000,0.000000,0.003024
breeds,nonliving26,imagenet_val_source,0.646154,0.420385,0.370917,0.365913,0.000000,0.000000,0.001078
breeds,nonliving26,imagenet_val_source,0.656154,0.410385,0.360917,0.355913,0.000000,0.000000,0.001078
breeds,nonliving26,imagenet_val_source,0.666154,0.400385,0.350917,0.345913,0.000000,0.000000,0.001078
breeds,nonliving26,imagenet_val_source,0.676154,0.390385,0.340917,0.335913,0.000000,0.000000,0.001078
breeds,nonliving26,imagenet_val_source,0.686538,0.380000,0.330532,0.325528,0.000000,0.000000,0.001078
breeds,nonliving26,imagenet_val_source,0.696538,0.370000,0.320532,0.315528,0.000000,0.000000,0.001078
