dataset,breeds_name,testset,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,living17,imagenet_val_source,0.040000,0.957647,0.961238,0.961768,0.000028,0.000000,0.009113
breeds,living17,imagenet_val_source,0.050000,0.950000,0.951291,0.951768,0.000000,0.000000,0.008015
breeds,living17,imagenet_val_source,0.060000,0.941176,0.941291,0.941768,0.000000,0.000000,0.007453
breeds,living17,imagenet_val_source,0.070588,0.931765,0.930703,0.931180,0.000000,0.000000,0.006905
breeds,living17,imagenet_val_source,0.080588,0.922941,0.920703,0.921180,0.000000,0.000000,0.006394
breeds,living17,imagenet_val_source,0.090588,0.912941,0.910703,0.911180,0.000000,0.000000,0.006394
breeds,living17,imagenet_val_source,0.100588,0.905294,0.900703,0.901180,0.000000,0.000000,0.005215
breeds,living17,imagenet_val_source,0.110588,0.895294,0.890703,0.891180,0.000000,0.000000,0.005215
breeds,living17,imagenet_val_source,0.120588,0.885294,0.880703,0.881180,0.000000,0.000000,0.005215
breeds,living17,imagenet_val_source,0.131176,0.875882,0.870115,0.870591,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.141176,0.865882,0.860115,0.860591,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.151176,0.855882,0.850115,0.850591,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.161176,0.845882,0.840115,0.840591,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.171176,0.835882,0.830115,0.830591,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.181176,0.825882,0.820115,0.820591,0.000000,0.000000,0.004704
breeds,living17,imagenet_val_source,0.191765,0.816471,0.809526,0.810003,0.000000,0.000000,0.004329
breeds,living17,imagenet_val_source,0.201765,0.807647,0.799526,0.800003,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.211765,0.797647,0.789526,0.790003,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.221765,0.787647,0.779526,0.780003,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.231765,0.777647,0.769526,0.770003,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.241765,0.767647,0.759526,0.760003,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.252353,0.757059,0.748938,0.749415,0.000000,0.000000,0.003660
breeds,living17,imagenet_val_source,0.262353,0.748235,0.738938,0.739415,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.272353,0.738235,0.728938,0.729415,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.282353,0.728235,0.718938,0.719415,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.292353,0.718235,0.708938,0.709415,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.302353,0.708235,0.698938,0.699415,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.312941,0.697647,0.688350,0.688827,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.322941,0.687647,0.678350,0.678827,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.332941,0.677647,0.668350,0.668827,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.342941,0.667647,0.658350,0.658827,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.352941,0.657647,0.648350,0.648827,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.362941,0.647647,0.638350,0.638827,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.372941,0.637647,0.628350,0.628827,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.383529,0.627059,0.617762,0.618238,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.393529,0.617059,0.607762,0.608238,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.403529,0.607059,0.597762,0.598238,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.413529,0.597059,0.587762,0.588238,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.423529,0.587059,0.577762,0.578238,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.433529,0.577059,0.567762,0.568238,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.444118,0.566471,0.557174,0.557650,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.454118,0.556471,0.547174,0.547650,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.464118,0.546471,0.537174,0.537650,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.474118,0.536471,0.527174,0.527650,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.484118,0.526471,0.517174,0.517650,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.494118,0.516471,0.507174,0.507650,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.504706,0.507059,0.496585,0.497062,0.000000,0.000000,0.003180
breeds,living17,imagenet_val_source,0.514706,0.498235,0.486585,0.487062,0.000000,0.000000,0.002389
breeds,living17,imagenet_val_source,0.524706,0.488235,0.476585,0.477062,0.000000,0.000000,0.002389
breeds,living17,imagenet_val_source,0.534706,0.479412,0.466585,0.467062,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.544706,0.469412,0.456585,0.457062,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.554706,0.459412,0.446585,0.447062,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.565294,0.448824,0.435997,0.436474,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.575294,0.438824,0.425997,0.426474,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.585294,0.428824,0.415997,0.416474,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.595294,0.418824,0.405997,0.406474,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.605294,0.408824,0.395997,0.396474,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.615294,0.398824,0.385997,0.386474,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.625882,0.388235,0.375409,0.375885,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.635882,0.378235,0.365409,0.365885,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.645882,0.368235,0.355409,0.355885,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.655882,0.358235,0.345409,0.345885,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.665882,0.348235,0.335409,0.335885,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.675882,0.338235,0.325409,0.325885,0.000000,0.000000,0.001250
