dataset,breeds_name,config,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity30,enc_256,val_source,3.806314,0.000000,0.969200,0.993955,0.997795,0.006045,0.002205,0.030800
breeds,entity30,enc_256,val_source,6.725999,0.010100,0.969700,0.986459,0.989704,0.004792,0.001213,0.025750
breeds,entity30,enc_256,val_source,7.797575,0.020200,0.968200,0.978193,0.980009,0.003905,0.001019,0.021637
breeds,entity30,enc_256,val_source,8.516130,0.030300,0.962900,0.969431,0.969929,0.003256,0.001019,0.019387
breeds,entity30,enc_256,val_source,9.118033,0.040400,0.958000,0.960329,0.960019,0.002770,0.000930,0.016880
breeds,entity30,enc_256,val_source,9.587058,0.050500,0.951500,0.951046,0.950510,0.002369,0.000629,0.015166
breeds,entity30,enc_256,val_source,10.013796,0.060600,0.944800,0.941574,0.940423,0.002060,0.000629,0.013518
breeds,entity30,enc_256,val_source,10.273667,0.070700,0.935700,0.931784,0.930335,0.001916,0.000629,0.013127
breeds,entity30,enc_256,val_source,10.555158,0.080800,0.926600,0.922023,0.920248,0.001753,0.000629,0.012699
breeds,entity30,enc_256,val_source,10.843086,0.090900,0.918500,0.912201,0.910161,0.001619,0.000629,0.011762
breeds,entity30,enc_256,val_source,11.129561,0.101000,0.909800,0.902445,0.900213,0.001446,0.000552,0.011115
breeds,entity30,enc_256,val_source,11.291728,0.111100,0.901500,0.892461,0.890124,0.001398,0.000552,0.010217
breeds,entity30,enc_256,val_source,11.501163,0.121200,0.892600,0.882635,0.880035,0.001258,0.000552,0.009672
breeds,entity30,enc_256,val_source,11.657480,0.131300,0.883500,0.872709,0.869947,0.001172,0.000552,0.009206
breeds,entity30,enc_256,val_source,11.823189,0.141400,0.874400,0.862721,0.859858,0.001121,0.000552,0.008723
breeds,entity30,enc_256,val_source,11.963902,0.151500,0.865300,0.852685,0.849911,0.001096,0.000468,0.008246
breeds,entity30,enc_256,val_source,12.111108,0.161600,0.856000,0.842772,0.839820,0.000998,0.000468,0.007845
breeds,entity30,enc_256,val_source,12.247869,0.171700,0.847100,0.832692,0.829730,0.000998,0.000468,0.007239
breeds,entity30,enc_256,val_source,12.364087,0.181800,0.837400,0.822680,0.819639,0.000957,0.000468,0.007070
breeds,entity30,enc_256,val_source,12.482041,0.191900,0.828100,0.812688,0.809549,0.000902,0.000468,0.006656
breeds,entity30,enc_256,val_source,12.587523,0.202000,0.818400,0.802747,0.799807,0.000813,0.000249,0.006513
breeds,entity30,enc_256,val_source,12.700681,0.212100,0.809300,0.792685,0.789712,0.000800,0.000249,0.005930
breeds,entity30,enc_256,val_source,12.794377,0.222200,0.799200,0.782601,0.779617,0.000800,0.000249,0.005930
