dataset,breeds_name,config,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,nonliving26,enc_256,val_source,3.241184,0.000000,0.964000,0.990596,0.996790,0.009404,0.003210,0.036000
breeds,nonliving26,enc_256,val_source,5.810684,0.010100,0.963700,0.985420,0.989115,0.007013,0.002018,0.031417
breeds,nonliving26,enc_256,val_source,6.864963,0.020200,0.961200,0.978294,0.980411,0.005568,0.001327,0.027863
breeds,nonliving26,enc_256,val_source,7.381795,0.030300,0.958300,0.969665,0.971512,0.004867,0.000721,0.024441
breeds,nonliving26,enc_256,val_source,7.776684,0.040400,0.955000,0.960671,0.961612,0.004342,0.000624,0.021155
breeds,nonliving26,enc_256,val_source,8.232370,0.050500,0.949100,0.951744,0.951525,0.003771,0.000624,0.019168
breeds,nonliving26,enc_256,val_source,8.649825,0.060600,0.942200,0.942468,0.941814,0.003373,0.000424,0.017665
breeds,nonliving26,enc_256,val_source,8.981164,0.070700,0.934700,0.932864,0.931722,0.003143,0.000424,0.016450
breeds,nonliving26,enc_256,val_source,9.334938,0.080800,0.926400,0.923346,0.921816,0.002860,0.000323,0.015645
breeds,nonliving26,enc_256,val_source,9.564146,0.090900,0.918300,0.913706,0.911913,0.002639,0.000218,0.014740
breeds,nonliving26,enc_256,val_source,9.762373,0.101000,0.910800,0.903880,0.901818,0.002517,0.000218,0.013456
breeds,nonliving26,enc_256,val_source,9.978994,0.111100,0.902100,0.894079,0.891911,0.002377,0.000112,0.012823
breeds,nonliving26,enc_256,val_source,10.207026,0.121200,0.893200,0.884234,0.881813,0.002259,0.000112,0.012253
breeds,nonliving26,enc_256,val_source,10.378146,0.131300,0.884900,0.874343,0.871715,0.002165,0.000112,0.011391
breeds,nonliving26,enc_256,val_source,10.565778,0.141400,0.875800,0.864433,0.861617,0.002080,0.000112,0.010939
breeds,nonliving26,enc_256,val_source,10.734618,0.151500,0.866500,0.854403,0.851520,0.002063,0.000112,0.010575
breeds,nonliving26,enc_256,val_source,10.896999,0.161600,0.857800,0.844453,0.841422,0.001998,0.000112,0.009894
breeds,nonliving26,enc_256,val_source,11.043142,0.171700,0.848900,0.834493,0.831324,0.001939,0.000112,0.009278
breeds,nonliving26,enc_256,val_source,11.169700,0.181800,0.839800,0.824603,0.821410,0.001834,0.000000,0.008770
breeds,nonliving26,enc_256,val_source,11.302322,0.191900,0.830700,0.814579,0.811310,0.001810,0.000000,0.008257
breeds,nonliving26,enc_256,val_source,11.412671,0.202000,0.821200,0.804678,0.801210,0.001708,0.000000,0.007980
breeds,nonliving26,enc_256,val_source,11.552350,0.212100,0.811700,0.794634,0.791110,0.001695,0.000000,0.007711
breeds,nonliving26,enc_256,val_source,11.654669,0.222200,0.802000,0.784615,0.781010,0.001664,0.000000,0.007531
breeds,nonliving26,enc_256,val_source,11.755994,0.232300,0.792500,0.774609,0.770910,0.001625,0.000000,0.007248
breeds,nonliving26,enc_256,val_source,11.879072,0.242400,0.782400,0.764833,0.760810,0.001433,0.000000,0.007248
breeds,nonliving26,enc_256,val_source,11.989620,0.252500,0.772500,0.754888,0.750710,0.001349,0.000000,0.007248
breeds,nonliving26,enc_256,val_source,12.090422,0.262600,0.762600,0.744894,0.740610,0.001295,0.000000,0.007248
breeds,nonliving26,enc_256,val_source,12.219287,0.272700,0.752900,0.735049,0.730510,0.001138,0.000000,0.007095
breeds,nonliving26,enc_256,val_source,12.309055,0.282800,0.743000,0.725022,0.720410,0.001103,0.000000,0.007087
breeds,nonliving26,enc_256,val_source,12.404109,0.292900,0.733500,0.714944,0.710310,0.001103,0.000000,0.006766
breeds,nonliving26,enc_256,val_source,12.486761,0.303000,0.723400,0.704992,0.700210,0.001013,0.000000,0.006766
breeds,nonliving26,enc_256,val_source,12.592525,0.313100,0.713900,0.694912,0.690110,0.001013,0.000000,0.006520
breeds,nonliving26,enc_256,val_source,12.685464,0.323200,0.704600,0.684833,0.680010,0.001013,0.000000,0.006040
breeds,nonliving26,enc_256,val_source,12.767935,0.333300,0.694700,0.674753,0.669910,0.001013,0.000000,0.005952
breeds,nonliving26,enc_256,val_source,12.862967,0.343400,0.684800,0.664674,0.659810,0.001013,0.000000,0.005923
breeds,nonliving26,enc_256,val_source,12.932614,0.353500,0.674900,0.654594,0.649710,0.001013,0.000000,0.005801
breeds,nonliving26,enc_256,val_source,13.016666,0.363600,0.664800,0.644528,0.639610,0.001003,0.000000,0.005801
breeds,nonliving26,enc_256,val_source,13.091452,0.373700,0.654700,0.634574,0.629510,0.000902,0.000000,0.005801
breeds,nonliving26,enc_256,val_source,13.175705,0.383800,0.644800,0.624492,0.619410,0.000902,0.000000,0.005801
breeds,nonliving26,enc_256,val_source,13.248469,0.393900,0.634900,0.614451,0.609310,0.000869,0.000000,0.005801
breeds,nonliving26,enc_256,val_source,13.320350,0.404000,0.625200,0.604369,0.599210,0.000869,0.000000,0.005698
breeds,nonliving26,enc_256,val_source,13.404269,0.414100,0.615100,0.594414,0.589110,0.000760,0.000000,0.005698
breeds,nonliving26,enc_256,val_source,13.493599,0.424200,0.605200,0.584400,0.579010,0.000699,0.000000,0.005698
breeds,nonliving26,enc_256,val_source,13.577226,0.434300,0.595300,0.574314,0.568910,0.000699,0.000000,0.005582
breeds,nonliving26,enc_256,val_source,13.649268,0.444400,0.585400,0.564373,0.558810,0.000569,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,13.706636,0.454500,0.575300,0.554284,0.548710,0.000569,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,13.771653,0.464600,0.565200,0.544350,0.538610,0.000424,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,13.834416,0.474700,0.555100,0.534259,0.528510,0.000424,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,13.904318,0.484800,0.545000,0.524167,0.518410,0.000424,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,13.976455,0.494900,0.535100,0.514076,0.508310,0.000424,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,14.066467,0.505000,0.525200,0.503984,0.498210,0.000424,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,14.149191,0.515100,0.515100,0.493893,0.488110,0.000424,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,14.231291,0.525200,0.505400,0.483802,0.478010,0.000424,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,14.308967,0.535300,0.495300,0.473758,0.467910,0.000373,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,14.394444,0.545400,0.485200,0.463665,0.457810,0.000373,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,14.465434,0.555500,0.475300,0.453573,0.447710,0.000373,0.000000,0.005540
breeds,nonliving26,enc_256,val_source,14.549635,0.565600,0.465600,0.443570,0.437610,0.000270,0.000000,0.005497
breeds,nonliving26,enc_256,val_source,14.632399,0.575700,0.455900,0.433475,0.427510,0.000270,0.000000,0.005181
breeds,nonliving26,enc_256,val_source,14.722035,0.585800,0.445800,0.423486,0.417410,0.000143,0.000000,0.005181
breeds,nonliving26,enc_256,val_source,14.813609,0.595900,0.435900,0.413389,0.407310,0.000143,0.000000,0.005162
breeds,nonliving26,enc_256,val_source,14.900489,0.606000,0.425800,0.403404,0.397210,0.000000,0.000000,0.005162
breeds,nonliving26,enc_256,val_source,14.991461,0.616100,0.415900,0.393304,0.387110,0.000000,0.000000,0.005077
breeds,nonliving26,enc_256,val_source,15.074773,0.626200,0.406200,0.383204,0.377010,0.000000,0.000000,0.004748
breeds,nonliving26,enc_256,val_source,15.176277,0.636300,0.396700,0.373104,0.366910,0.000000,0.000000,0.004114
breeds,nonliving26,enc_256,val_source,15.265078,0.646400,0.386800,0.363004,0.356810,0.000000,0.000000,0.003880
breeds,nonliving26,enc_256,val_source,15.370834,0.656500,0.376700,0.352904,0.346710,0.000000,0.000000,0.003880
breeds,nonliving26,enc_256,val_source,15.459969,0.666600,0.367000,0.342804,0.336610,0.000000,0.000000,0.003593
breeds,nonliving26,enc_256,val_source,15.542664,0.676700,0.357300,0.332704,0.326510,0.000000,0.000000,0.003078
breeds,nonliving26,enc_256,val_source,15.639214,0.686800,0.347200,0.322604,0.316410,0.000000,0.000000,0.003078
breeds,nonliving26,enc_256,val_source,15.749557,0.696900,0.337100,0.312504,0.306310,0.000000,0.000000,0.003078
breeds,nonliving26,enc_256,val_source,15.845819,0.707000,0.327400,0.302404,0.296210,0.000000,0.000000,0.002697
breeds,nonliving26,enc_256,val_source,15.932732,0.717100,0.317300,0.292304,0.286110,0.000000,0.000000,0.002697
breeds,nonliving26,enc_256,val_source,16.025644,0.727200,0.307200,0.282204,0.276010,0.000000,0.000000,0.002697
breeds,nonliving26,enc_256,val_source,16.113361,0.737300,0.297500,0.272104,0.265910,0.000000,0.000000,0.002254
breeds,nonliving26,enc_256,val_source,16.214350,0.747400,0.287400,0.262004,0.255810,0.000000,0.000000,0.002254
breeds,nonliving26,enc_256,val_source,16.319588,0.757500,0.277500,0.251904,0.245710,0.000000,0.000000,0.002024
breeds,nonliving26,enc_256,val_source,16.426497,0.767600,0.267400,0.241804,0.235610,0.000000,0.000000,0.002024
breeds,nonliving26,enc_256,val_source,16.526648,0.777700,0.257700,0.231704,0.225510,0.000000,0.000000,0.001336
breeds,nonliving26,enc_256,val_source,16.645138,0.787800,0.247600,0.221604,0.215410,0.000000,0.000000,0.001336
